PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,PCA8,PCA9,PCA10,PCA11,PCA12,PCA13,PCA14,PCA15,PCA16,PCA17,PCA18,PCA19,PCA20
1.5902308467158142,1.2459430070735114,-0.4909421077284502,0.023764299416684898,1.604454081421912,-1.1502127077349598,0.5608406248483315,0.09099615880233447,-0.3358262711299776,-0.874426908267496,1.118470291174642,-0.2873658981969528,0.7428279882798396,-1.3171018641037429,0.1873739761065441,0.15100320502577777,0.653333024342515,-1.2792948158868873,0.16172196414117668,-0.5022893996824266
0.47821197515927727,1.5359454852406451,-0.6090249868509894,-2.0347360763131084,-0.491051299330278,2.034543122672817,-0.8111174162875017,0.5764861448716119,-1.7228172846118572,0.6069308593750151,0.39013478209282865,-0.8409244669055751,-1.1401882014799227,-0.7461190919077103,0.03139304512968075,-1.4623904290136198,-0.021712052350854466,0.2700140716665192,0.02967733910843609,-0.05898142393755737
0.8057913461529672,-0.8872024483366772,1.8899555214641612,-1.036874621605068,0.7499062993712732,-0.36433884279463097,0.1542457161102147,0.9516127408092634,1.840697430229444,-0.31490682569199424,-1.211947045147093,0.15961880792462907,-1.213454891275395,-0.5463518829827658,0.9996805638336164,0.7730626497843459,-0.19059960751101718,0.04999237572269662,0.1145618467960669,0.3590496442314953
1.4146647827206684,0.36649444182930235,4.235068766316591,-1.7359626429693644,2.789442238913909,-0.693244428490489,-0.07014278312135046,-0.9574259170447694,1.1758497996897792,0.26048093119362536,-0.5187301013006514,-0.38755690167731427,0.07099902042395434,-0.6537667601343271,1.6184051671496833,-0.2537309180981786,0.3690496379847089,-0.90821980876608,-0.03336522845506987,-0.5766231370837097
-0.1702852867321139,1.0550776057344942,3.527276175360192,-2.395121774981523,2.4301803746451007,-1.3349615338068732,1.4449884363681258,-0.32542035588334445,1.3611533825715587,0.4392258693170225,0.7099578741481727,-1.0387182040029985,-0.02508204057762825,0.0246520310813656,0.907868142103629,-0.15043288574880306,0.05382822499923157,0.23719617259080053,0.545777139152394,0.07412792718835055
0.7486419704098203,1.4459024190443424,-0.5800913603961768,-1.6177605726477804,0.6897970082080779,1.597739917584975,0.5915841807259905,-0.8506971770105817,0.11923770203187067,-0.01448448632000951,-0.028367337082342903,-0.12244060944358359,0.746354960163589,-1.1194535424277476,0.21562510393821116,-0.25570013010236414,-0.013964115568778784,-0.13843921440074045,0.0737469103616484,-0.1599205250897919
-0.7363591813102618,1.32974725658123,-0.6301116699624634,-2.765184885449436,0.9077925290176877,-1.0473751753246,-0.13297516309885804,-0.3044421166484546,1.189151227448269,-1.5247794306336933,1.2467827533423317,-0.4560493757878694,0.7413122879188179,0.6805184852479408,0.24609056759302067,1.2557504430765316,-1.040470931516411,-1.1402139888431284,1.2840188695838148,0.7684113953616216
-0.1858148926602471,0.6666126806684598,2.694556807715076,-5.314091788504351,6.382463194557833,1.429650688094045,1.7980304630736892,-0.15194857018900265,0.8245831657308916,0.7384378011099599,0.15014060333921847,-1.4136501056805628,-1.3198734858652292,-0.6835834670322236,0.8666959072118039,-1.321599129448663,-1.6531452152893047,-0.09366863698183059,1.0400000476452949,-0.15198117690245164
-1.7975653256200952,1.307616722353081,-0.16920978789651675,-1.7191864836537505,1.0514714581380424,-0.35276031216460496,-0.5869218561331075,-1.1689985247772312,0.47699036636859005,-0.7730696022048269,0.7421851485887969,-0.6393041217026977,0.8205710789189042,-0.6559633820031732,-0.07781121002315894,0.3411098450465173,-0.9012650810124121,0.26175965065970597,0.3413198324921497,-0.14461322240954486
-2.4549264741412395,1.063307604467017,1.8446977308266024,-1.9211182141155465,-0.7215150732732621,0.14014890573025507,0.40059409483307334,-1.5468513666582913,1.0929057927276826,0.34506748891790906,-0.23821775704576448,-0.7364678633634201,-0.05887308313447215,0.8871776061944824,0.3618054747948625,-0.37167062327135547,-0.3171102662922632,0.5658657401913937,0.131840637663315,-0.16914405317529815
