"Dim.1","Dim.2","Dim.3","Dim.4","Dim.5","Dim.6","Dim.7","Dim.8","Dim.9","Dim.10","Dim.11","Dim.12","Dim.13","Dim.14","Dim.15","Dim.16","Dim.17","Dim.18","Dim.19","Dim.20","Dim.21","Dim.22","Dim.23","Dim.24","Dim.25","Dim.26","Dim.27","Dim.28","Dim.29","Dim.30"
-0.998841714098935,0.0266077624445858,0.0432756743656688,-0.2501841169587,-0.186126112871075,-0.392418549778302,-0.0444017308957175,-0.337436789864418,-0.097440843350565,-0.19023800405841,-0.00367442683778668,0.258659967793064,0.388941472879233,-0.0772923380921787,0.0408538905061269,0.210931201888927,0.026660051214101,-0.00473702111650736,-0.372994541825937,-0.11882569878458,0.314191618565743,-0.3995708113848,0.261814749520318,0.17873588158582,-0.0500104121023811,-0.167231969707096,0.228567230614065,-0.117668445551553,-0.174256128279537,0.0408955154698527
0.406509744266819,0.484074021555284,-0.990072435757922,0.485678414013997,-0.333573440542708,-0.3803952449021,-0.00376578081307956,0.24996910557673,0.367910643958238,-0.48651885181617,-0.182927631107293,-0.640703654146173,-0.13907856865411,0.19897410612881,-0.198541897277041,0.665875239470655,0.166153495632512,-0.0327833722901859,-0.17145519347083,0.173047021509358,0.0228113004152198,0.008617310199935,0.128100354361308,-0.197673617910421,-0.474985091767295,-0.0130255080741601,-0.0904517865149771,-0.0462989345123993,0.221871758992239,0.0460212498717547
-0.737398367905577,0.276403972815592,-0.197155886963359,0.436047708811017,-0.19199724028715,-0.411867331187846,-0.580440896011054,0.257247406167945,-0.21328123764021,-0.154458107277998,-0.279304277399756,0.127918980004798,0.495858265915518,-0.208515459437167,0.356040182355572,0.0823661158493757,0.156873616143979,0.117973824387809,-0.0535094664804954,0.0898707966686188,-0.265549488117272,0.21526601573737,-0.231122335978871,-0.134663708351098,0.392926792266275,-0.184620425626433,0.136624230247717,0.159117600668007,-0.126424759744183,-0.278030644341945
-1.19207832839433,-0.302932141931303,0.160901781196184,-1.06100875068039,-0.141787977580782,0.0262690578427506,0.310342318556879,-0.106290442777484,0.226859512029637,0.0356425584003447,-0.114392940454569,-0.0321362975013345,-0.0921914940755976,0.0250871512474834,0.108363680305965,0.056219464810726,0.0963307063678403,0.120706036893802,-0.261389425393018,-0.0137183118349223,-0.101488442025474,0.0706288409833189,0.0245553474700338,0.249709825830523,0.0779264416277376,0.32820948332783,0.0891288602672327,0.0479287340238426,0.254235624952511,0.253072342658785
-2.51378701321203,0.258106495747276,1.56902577158472,0.913847035230205,0.0637023832816022,0.286110357183338,0.507742909764813,-0.0846419120027666,0.104184122972814,-0.011126942472601,0.117592439287662,0.0346777456063419,0.0264398724639797,-0.0531578282455395,-0.050371193797032,0.0491976728150432,0.0105971303766556,0.20981605644907,-0.0235366110119752,0.366728906180138,-0.260793329925058,-0.105063405059167,0.16293613430693,0.166259888531688,-0.0778660333211063,0.0327643776919738,0.0429108447473149,0.089992117354205,-0.101378202937423,-0.244762809459484
-0.491862912192715,0.136191609623038,-0.775421286166191,0.0479105069575077,0.0504617754235076,-0.329510782945967,-0.852458083080551,-0.17979810342497,-0.317172815256154,-0.247924136660474,-0.204217024086852,0.489411291576125,0.504471875114016,-0.0920592015901252,0.169917604548268,-0.0812619120102943,0.164822748077783,0.427856737372634,-0.403305903177516,-0.180667213903647,-0.00237078286651267,-0.0659058524154334,0.0667804550304311,-0.107502997234556,0.0249265945105243,0.0875520413367875,-0.110561383633706,-0.0114062875526554,-0.136917969361175,-0.0643864978787806
-1.29185202243859,-0.328846394934716,1.13695348167932,0.893491384954747,0.14078540774651,0.184476926340842,-0.00217736914342145,0.309200456754636,0.0902946098692606,-0.308461870927019,-0.346214096799967,0.459314522648872,-0.533552914738102,-0.131367141899571,0.179622909522742,0.706699954966119,-0.317220135981475,-0.119417323335484,-0.573690165796877,0.016696358947064,-0.167306572496048,0.165131157969816,0.590763117875482,-0.395517178553725,0.0350108518076819,0.128020961940915,-0.56339627127649,0.120763284067536,-0.000572876658913796,-0.0638303976159751
-1.36736845696983,-0.402309406316444,0.861792170924166,0.0158700460058414,-0.0359682774761602,0.24902832037343,0.616824486238017,-0.174594867226046,0.0282189868111881,0.241294830447044,-0.256389889761106,0.613615019349265,-0.573083547949392,-0.626418224446575,-0.564668143037573,0.306104691855507,1.34177476180665,0.213913548558282,0.0771788924159694,0.105715063749733,-0.0612223230407941,-0.122318777922085,-0.332878986217226,-0.091426855368604,0.0590576640281399,-0.0870218337876201,-0.077230555604753,-0.00892420565101503,-0.178633297442697,-0.806601299847211
-0.902838650907029,1.64050154911192,1.18372240510276,-0.823427398352851,0.0123241249447755,-0.0224247624893249,-0.203704090037853,-0.176515411115203,0.457800143576548,-0.520862790946252,0.281176434506486,0.754589881046784,-0.442268322798,0.537862743022673,-1.03716008016826,-0.313227709975428,-0.0141264270091691,0.142660906568349,-0.561776438678492,-0.0821498760032326,0.0597777095515617,-0.120114976405595,0.0682903354950901,-0.0231399882125834,-0.244654360098904,-0.0760503157214491,-0.557767002373124,0.238568864365226,-0.0187433831306664,0.014491975584201
-0.571519744669283,-0.105636782174387,-0.13937547547059,0.770995459975816,0.343123229955387,0.477106708903117,-0.188292328263974,0.183983287091886,-0.441482917404597,-0.144424370232212,-0.423011117624622,0.390311262248074,0.223156588355411,0.362159847809959,-0.010906864164783,0.146504042913335,-0.444523679135747,-0.319322539612432,-0.0670583479747024,-0.261462761189552,-0.0355678630589728,-0.333626074110319,0.0591994707310431,-0.0779709792946809,0.127498883544079,-0.29063898511615,-0.324372326123994,-0.651859667253621,0.247844229039082,-0.00672905129095037
-0.522893417176746,0.0520839159372364,-0.189909846384668,-0.572711391414296,-0.170394634885804,-0.13115448210238,-0.327276715413279,0.291989378460763,-0.1086018302888,0.121044698316584,0.309823838677739,0.0296760639554159,-0.453414386598447,-0.215117577996376,-0.0573314596394253,0.00122879170366501,0.163414631174143,0.221761193934193,-0.00445195835475991,-0.0378433449412886,0.0385371380288151,0.0656474880913084,-0.124010644986392,0.156214523405103,-0.00956545874005789,0.0977358282835075,0.0987234673436162,0.0105118399220591,-0.172706763547782,-0.172457548786602
0.04799886806457,-0.719421792505553,0.125371290510072,-0.770886837465174,-0.101294121035863,0.27288651193092,0.478689066581837,0.198178717958846,1.07114537739009,0.49638644321933,0.561086493674204,-0.402488257515751,0.392535331522703,1.96921919921477,1.2130534915692,-1.53095522082114,1.26582665024013,0.158301984494253,0.137010399235268,0.0710521496092184,-0.214859891292774,-0.746136608615305,-0.215146486648693,-0.261441493763412,-0.189636451182393,-0.0441661956784205,-0.234562550363598,-0.0318772055961342,-0.228561725991724,0.147844340761884
-1.02323376203471,-0.262478982137774,0.321529585227157,0.520558530913145,0.208468945201992,0.293555736869375,-0.358701759617236,0.295536769945523,-0.785266142872637,0.512517263438243,0.264016849669234,-0.477571481210913,-0.301164411885675,0.422030955713984,-0.242323579282273,-0.0369001522313295,-0.294532779826131,-0.442593553565713,0.155940334063059,-0.165125682876809,0.127156402921446,0.0498789334136921,0.0714651602016003,-0.085919463052523,0.122438845695692,-0.265732633441458,-0.0820401213874584,0.368433142359757,0.0935180278686544,-0.189854094639666
-0.68509188648141,0.587974715387618,-0.236483228557617,0.36292915844876,-0.0989570535977545,-0.145190062965636,-0.293343250226755,0.110173923599076,-0.198966503033795,-0.133471574581265,-0.323250887355307,-0.0252397818263132,0.3460846430153,-0.117565647614031,-0.0668042902453353,-0.0373891856508315,0.158907791944859,-0.151573032265056,0.0443821882249447,0.115706731741583,0.246710603404296,-0.0803476323074422,-0.0237793627110069,0.209306937133777,-0.053853686770563,0.278700650302132,-0.0867835938340369,-0.046188022900875,0.0941730327691217,0.230804655116781
0.264794236401597,-0.294838939208899,-0.891357984214491,0.325599683533962,0.225024240613028,0.276927815841433,-0.264541584219416,-0.0450527012240156,0.0244450051486957,-0.147212207090836,-0.0225941244259559,-0.191383806142271,0.102262020767855,-0.0450354521008311,0.10823068348963,0.000192862398100044,0.104483731630526,0.0877514711226224,0.0932647515448206,0.129523221472292,0.0462832101683297,-0.0719609582126811,-0.0297899554571686,-0.0989411601596263,0.15597320405312,-0.0870708586098896,0.110873108098596,0.0101493984552035,-0.0689984722617134,-0.0675696812240828
