Nickname,Control,MannWhitney_any_dim_significant,MannWhitney_significant_dims,Permutation_stat,Permutation_pval,Mahalanobis_stat,Mahalanobis_pval,Permutation_FDR_significant,Permutation_FDR_pval,Mahalanobis_FDR_significant,Mahalanobis_FDR_pval
KC-α/βc-GaL4,Empty-Split,False,[],27126.275314223094,0.2827172827172827,1.0062810758678042,0.01898101898101898,False,0.6461038961038961,False,0.1398971398971399
72D07-GAL4,Empty-Gal4,False,[],31683.32488296943,0.21478521478521478,0.7460820798470051,0.16283716283716285,False,0.6020036301726442,False,0.31158264812110964
KC-γmain-GaL4,Empty-Split,False,[],23474.32311345122,0.4035964035964036,0.7206574207959369,0.2017982017982018,False,0.6916277000310613,False,0.3603271728271728
LC26,Empty-Split,False,[],20728.564626538755,0.5154845154845155,0.3154913704938135,0.8311688311688312,False,0.7262870462870462,False,0.8845058684630878
20G07-GAL4,Empty-Gal4,False,[],12077.290899467069,0.8401598401598401,0.5097021284091866,0.5304695304695305,False,0.9085001020484891,False,0.6321163866074047
44H11-GAL4,Empty-Gal4,False,[],11384.002310528802,0.8491508491508492,0.4089472185444877,0.7182817182817183,False,0.9085001020484891,False,0.7897432238091578
KC-γd-GaL4,Empty-Split,False,[],18779.51113161458,0.6283716283716284,0.4063002790236218,0.7002997002997003,False,0.7718886052219386,False,0.7829193278631481
MBON-11-GaL4 (MBON-γ1pedc>α/β),Empty-Split,False,[],56979.05149868261,0.04095904095904096,0.9423857089088772,0.056943056943056944,False,0.30188330188330187,False,0.2094512630226916
LPLC2,Empty-Split,False,[],20331.23773231647,0.4805194805194805,0.5857319813945883,0.38461538461538464,False,0.7189727565667415,False,0.531517094017094
R12B01-gal4 (R4d - distal (EB)),Empty-Gal4,False,[],27146.1816460931,0.3646353646353646,0.42491541274170636,0.6803196803196803,False,0.6897537245363333,False,0.7736206650492364
SS02255-GAL4 (P-F2N3 (target FSB)),Empty-Split,False,[],24501.612657552992,0.3706293706293706,0.5911846655619584,0.3936063936063936,False,0.6897537245363333,False,0.53649090635392
R78A01 (ExR1 (EB)),Empty-Gal4,True,['FPCA1'],83791.18280248264,0.002997002997002997,1.165181174796298,0.002997002997002997,False,0.11928071928071927,True,0.037275224775224776
SS02239-gal4 (P-F3LC patch line),Empty-Split,False,[],49482.10867402111,0.05094905094905095,0.998841624959324,0.016983016983016984,False,0.3040488922841864,False,0.12998539921616845
R59B10-gal4 (R4m - medial (EB)),Empty-Gal4,False,[],59427.846037039395,0.017982017982017984,1.0516813474184246,0.014985014985014986,False,0.18151413803587718,False,0.1192807192807193
SS00078-gal4 (PBG2‐9.s‐FBℓ3.b‐NO2D.b (PB)),Empty-Split,True,['FPCA1'],60065.114397283935,0.02097902097902098,1.0180924521363794,0.022977022977022976,False,0.18151413803587718,False,0.14749766362669586
R19G02 (E-PG),Empty-Split,False,[],25012.25416256913,0.34765234765234765,0.9507669843666074,0.028971028971028972,False,0.6897537245363333,False,0.1569483148430517
R80C07-gal4 (ER3d (EB)),Empty-Gal4,False,[],24832.968972313927,0.4355644355644356,0.8363099098127034,0.08891108891108891,False,0.7120993760338022,False,0.23280666701719335
51987 (Dh44-GAL4 2M),Empty-Gal4,True,['FPCA3'],68116.6987273509,0.00999000999000999,1.4396957178779886,0.000999000999000999,False,0.18072836254654434,True,0.028400171257314116
51981 (Dsk-GAL4 3M),Empty-Gal4,False,[],13592.858735166223,0.7542457542457542,0.8574947227690956,0.07592407592407592,False,0.8504273504273504,False,0.21786432745336856
51988 (Dh31-GAL4 2M),Empty-Gal4,True,"['FPCA1', 'FPCA3']",75354.24362730062,0.006993006993006993,1.3288326544160156,0.001998001998001998,False,0.17395104895104896,True,0.037275224775224776
