SparsePCA1,SparsePCA2,SparsePCA3,SparsePCA4,SparsePCA5,SparsePCA6,SparsePCA7,SparsePCA8,SparsePCA9,SparsePCA10,SparsePCA11,SparsePCA12,SparsePCA13,SparsePCA14,SparsePCA15
1.4578688864844023,1.2683258643919448,-0.7279020464451268,0.07250588188095128,0.6937741890746095,-1.1191259130890234,0.5568743299818195,-0.49499586130758216,-0.5801303637217976,0.5371386739415043,1.7257448119330372,-0.5528824343829056,0.49737978055675136,-0.7267920907852458,-0.8703578798865244
0.40409925618170983,1.362419171069974,-0.8277469963196219,-1.8855311224402798,0.8675386511350861,1.0929396585923123,-0.7408441877585253,1.6707925476433156,-0.9097025582871335,-0.3458266187319027,-0.7659787782079511,0.35295819722689514,-1.1109393302552464,-1.1010889498942003,-0.9831811036967089
0.8008372903116717,-0.48228222340740395,1.8498620046704064,-1.058218434269144,0.6664810710293962,-0.5047000087874876,1.1259201910635634,-0.7292407800024797,2.4661154236720524,-0.39189324961511596,0.15409141985903857,-0.07851115001931828,-1.050023588702256,0.45757081059750754,-0.9328127171816704
1.24270163094947,1.2271931386056532,3.904223052312583,-0.844619482008656,2.7195216100861876,-1.1824938949177306,-0.0660261219574533,-0.8691492478858892,1.2661208845371177,-0.4329155147968027,0.9297179733440882,-0.9940709478447611,-0.06954620769839585,1.2573745196097916,-1.254902363543602
-0.3245573742341314,1.6940162865995005,3.0344332148107873,-1.2757745630657442,2.2287451483695575,-1.0519727862549344,1.3955693084823637,-0.6586350881965081,-0.12195974272375294,-0.48068699049400815,1.549856080204892,-1.4469901360036916,-0.7080613041306516,1.6175811804981455,-0.19574614776372443
0.6800222160049434,1.3159776744789855,-0.855321834413725,-0.8880913022157612,1.714958197111202,1.4180851549118816,0.001442911541867277,-0.4961412684793885,-0.1818797255662151,-0.46089798716044356,0.08325448501168566,-0.6409553779285024,0.7207866350392504,-0.4700067393587777,-0.865523612418043
-0.8089861500297383,1.1933614614198815,-0.995971924755974,-2.9680134203249793,0.2731260448150572,-0.387484865302454,-0.08002429530138556,-0.8385952125863905,-0.10002519416140368,1.0532744417827928,1.7503412635485307,-1.2434517704455894,0.24135229487903273,1.025807610147043,0.7915205616869363
-0.45966329125788885,1.1874075663631813,2.2139813257712118,-3.1608892121869165,7.377902263512517,-0.42497131696281754,1.6155446001601168,-0.5429415807968097,0.10240503891165423,-0.1973021712485135,1.1781315638564094,-1.3497743834294416,-1.8734232475015362,0.847674057742264,-0.8745767403577765
-1.8738021475446671,1.194034820951344,-0.4489475831841428,-1.3665497980580474,0.8719509843958011,-0.1061493684381326,-0.8765177799208933,-0.6806981366840807,-0.14734073480551863,0.13791476413739878,1.1359534273791028,-1.5199652605164766,0.4987890990360669,-0.22279774104584682,-0.11873022879452133
-2.447767108767982,1.2032039811746553,1.5179489737464849,-1.267913390874281,0.04926107378057227,0.985862000487952,-0.3713583514862855,-0.7226106018873552,-0.16181481783981658,-0.6146252264928938,-0.46786627176231343,-1.2208350272340667,-0.4220212357855668,1.555575682913096,0.5067907243244975
-1.4258106408991322,1.1847480268710036,-0.6514811017213199,0.6253688153815625,0.274655619634412,-0.11886436945654114,-0.7848808043253157,-0.7150404481340297,-0.6269889532073633,1.356513918375017,1.2582175223920744,-0.727712473280353,0.5635968198458214,0.27629103387653775,0.15875333388450372
