,Dim.1,Dim.2,Dim.3,Dim.4,Dim.5,Dim.6,Dim.7,Dim.8,Dim.9,Dim.10,Dim.11,Dim.12,Dim.13,Dim.14,Dim.15,Dim.16,Dim.17,Dim.18,Dim.19,Dim.20,Dim.21,Dim.22,Dim.23,Dim.24,Dim.25,Dim.26,Dim.27,Dim.28,Dim.29,Dim.30
binned_auc_10,0.735007375592545,0.116123787691691,0.572194813289697,-0.0783841649677916,0.0380947687824099,0.0134569574958867,-0.174447170908612,0.118664897356758,0.0767097274307919,0.0117445080364707,0.0259377649932696,0.0222398051040782,0.0373932586188765,0.0428218032103348,-0.0702090129215108,-0.0279640811127988,-0.0013266045982133,0.0066678625170119,-0.0240202203620903,-0.0082920817437368,0.0694596827789573,-0.0850586435723376,-0.0589220403713674,-0.01096165769369,-0.0342824599993215,-0.0109792154017342,-0.0051938580933136,-0.0078606786210981,0.0093962918608578,-0.0055187826059797
binned_auc_3,0.781794452268559,0.357606472964301,-0.204267343854942,0.209171079089137,0.0481300692322773,0.143773423374283,0.159356551937984,0.0081794429205716,0.261173798482485,0.0238090897067396,-0.0067041325656575,-0.0867132436514083,-0.0595869071602052,0.0418624410733088,-0.0044772110063056,0.0228486702058036,0.0137256302426352,0.0814842087645756,-0.0379413784483086,0.047791721625722,0.0252844557107024,-0.0231325520645078,0.0321394736587927,-0.0367005222764414,0.0233641563417058,0.0211444616963277,0.0049728472683617,0.0059477616219707,-0.0145679535558499,0.007129660370137
binned_auc_5,0.823411490998175,0.294463832780265,0.10184642492184,0.071328391358249,-0.0162408926539222,0.133577344786913,0.313343105421343,-0.0181195220568227,-0.077058450461167,0.186223934473076,-0.0333859386735088,0.109312038452402,-0.0003349809593031,-0.0578991156615636,0.0098044980633785,-0.073687001112391,0.0420051452636443,0.0440150677166453,-0.0287737005349465,0.0222583618703324,0.0439268077155708,0.0042958006375254,0.0089418520308319,-0.0607488044404285,0.037057967007393,0.0047369345779488,-0.0012381420894736,0.0146538352213331,-0.0084739459256043,0.015124966453281
binned_auc_8,0.784610728251686,0.178271657968597,0.473910657064493,-0.0591741767486882,-0.0144899354262402,0.0515350329052589,0.0388394768593972,0.0708310010404109,-0.132218769537539,-0.157445243889815,0.0617861859891942,-0.0667426547953386,0.0362262590819555,0.0531459335186169,-0.0792623246933625,-0.0357373096145726,0.0536476583397209,0.0464286420663817,-0.0810481313085449,0.000133790192957,0.0744895989390283,0.0681599338761288,0.0321861745929814,-0.0343072080060881,0.0498680810026282,0.0605724047545993,-0.0031310089778104,0.0063622372036447,-0.0068533999698921,0.0088511366227969
binned_auc_4,0.810987835702406,0.339852651429518,-0.0621716539904637,0.134722386009287,0.0118538532890661,0.154418702500295,0.275665188823636,-0.0128893979166979,0.122500727011411,0.173455996583481,0.0015383823146806,-0.067045323530107,0.0821675875502172,-0.0235413682683501,0.0465533387365562,-0.0379283021395369,-0.0023344314932433,0.0577950947432449,-0.0527295015236782,0.0447130708307306,0.0313113015011225,-0.0053415639420245,0.0224343935188532,-0.0523110102546415,0.0244430026124967,0.009908734037804,-0.0049717364974029,0.0059320930189279,-0.0008453167982278,0.0077806895270163
binned_auc_7,0.807924971383383,0.220003731737132,0.375789173212716,-0.0342292402449576,-0.0239887254498467,0.0742002171451165,0.162231378262674,0.0368534974707989,-0.205371329438363,-0.103775429923877,-0.0351672140102604,0.0062183910790445,0.0023771513726399,0.0966634091221708,-0.0103093234378689,0.0265783803592585,-0.053030567585174,0.115451704471809,-0.0137368990443385,0.0034285303851045,0.0647258415741869,0.0645170548723325,0.017007314633894,-0.0439296011149559,0.0593859228840758,0.0409015401048354,0.002070929030764,0.0089299331197417,-0.0044501640263841,-0.0009492034341543
binned_auc_9,0.762838940104403,0.144831602608942,0.539349213355405,-0.0812605567422261,0.0059975799875567,0.0364555116815301,-0.078075284560297,0.11634967919003,-0.014683394118673,-0.0757574004835192,0.0705828121354196,-0.0186237932995353,0.0462617955663887,0.109180010532561,-0.0612641803076524,-0.0466162865465321,0.0984208323004354,-0.0284285863290464,-0.0934009442476987,-0.0069322030765936,0.0388096807857277,-0.018239262944709,-0.0220324672697007,-0.0206173301654652,0.0064682502279561,0.0208946490283109,0.0012518622924789,0.0002635670352716,-0.0027932642779149,-0.0012623899098553
binned_auc_2,0.737057122388182,0.370623122315604,-0.328716664216899,0.247836456549455,0.0926286670429465,0.117053240492111,-0.0561176520645963,0.0198837287038845,0.204123474829203,-0.132692122619934,-0.0593612247545752,0.0882713031046377,-0.0447656213550369,0.0184457216526748,0.0013468367444745,-0.0321665218043928,0.029539232030993,0.0835101826508464,-0.0309587974110894,0.0394549677695162,0.0233492126123321,-0.0336720692963737,0.0449186839637759,-0.0212006413561006,0.0215385569688352,0.0268950164131581,0.0179552657535896,0.0004005078129066,-0.0010402096337132,0.008431940833149
binned_auc_6,0.817031699373428,0.261562793349456,0.242394046247617,0.0145052746564044,-0.0237291447306577,0.117422818770702,0.264778937792624,0.0117952756990434,-0.19185276182217,0.0664653211381082,-0.0961687755254473,0.132044076799464,-0.0620242463541365,0.050450687033058,0.0029867685002878,0.0646422614068696,0.0065065952695711,0.0641034209331777,-0.030375122270336,0.0132884332009301,0.0453927347730022,0.0306545295647238,-0.0008133594194663,-0.0528625305363733,0.0513675202835157,0.0189842662333888,0.0061212325907662,0.0171228495531348,-0.0019178805163233,0.0100488058240989
binned_auc_1,0.657095934768558,0.362679238633621,-0.422134818951338,0.254918768075929,0.113073428820861,0.063642389872626,-0.31009825168381,0.0743185281154925,-0.0590170508354024,-0.0298698128259485,-0.0280985406314576,0.0750587467534182,0.0595018091762808,0.0107615100887783,0.0114233178412769,-0.0049376643563791,0.0373906668197722,0.0664031530062798,-0.0208898834834862,0.0355015640841556,0.0370369858719603,-0.0240357608137115,0.036685848296759,-0.0072349387098061,0.0217693696708457,0.0344031905279218,0.039496329864263,0.0064871133338694,0.0074715523825941,0.0186348353584836
binned_auc_0,0.516504811779761,0.30646793257929,-0.417467710989239,0.200918611175844,0.092598222199776,0.0188921204277436,-0.403976987012624,0.12589738078335,-0.216347201804001,0.159488281121708,0.0783321437939792,-0.0437433572268542,-0.0391640798211227,0.0660201991292349,-0.0240848807599436,-0.0069994770444634,0.0057885810456062,0.0404690390587301,-0.0030800561702445,0.0331381737351512,0.0386512483797068,0.0169220583865015,0.0389653909760051,-0.0272357549263301,0.0683681511178125,0.0829092599273092,-0.0941191236554141,0.0281240898527426,0.0103570853750342,-0.0376751222050803
binned_auc_11,0.70720174582918,0.0820577415168966,0.583749603259432,-0.0599779849582922,0.0697660987396702,0.0047231933532325,-0.225553587048512,0.0740407690307045,0.100417392102393,0.0381230088114876,-0.0505150849027333,-0.0186762725506934,-0.0363267355024834,-0.0712737818279105,0.0293579041735518,-0.0094254753750498,-0.0533249059942249,-0.0022104917864872,-0.0299013761771421,0.018935554210014,0.132422702641051,-0.0420953798013004,-0.0238717671427843,0.001799192070868,-0.0308435232706377,-0.0108789044487443,-0.0007373522864689,-0.0088128063162954,0.0117474235995209,-0.0040613718317471
max_event,-0.110412528758534,0.842800824844723,-0.0760266888769708,-0.101091416010412,-0.156468978880002,-0.282852109072704,-0.0248726646686089,-0.137812663731986,0.0124749960134814,-0.001343747649336,0.056350484359683,0.0148922532824993,-0.0288032363641746,0.0257898413438842,0.0272622772259315,0.0145582699780332,-0.0126282126682711,0.0223286282090815,-0.0681088281416035,-0.135297685128244,0.112196183314802,0.0184386137320856,0.0143154824355308,-0.223686603010108,-0.154392205724755,0.0170717857962191,0.0921482524639411,-0.042777461066677,0.0524883632494216,-0.0357235104968771
max_event_time,0.773881059463954,0.269673821250967,-0.0680575177649474,0.0296270650138882,-0.0722911871494895,-0.17114246800932,0.0590108901008488,-0.17687890103096,-0.0200351717838178,-0.072194244330428,0.306288364405695,0.104558400011556,0.0272555610248441,-0.0298051184576108,0.011558324325278,0.120722369216917,-0.0565326262731592,-0.148400076364287,0.136024843357896,0.173846201273913,-0.105089708737307,0.0964797304513122,0.040532755036737,0.0476821643458266,-0.0892851952750842,-0.0211753061177799,0.0311710550322688,-0.0226710612488447,0.0134370192651832,-0.003276131691222
max_distance,-0.69938898571701,0.0476764574604353,-0.56090199233196,-0.0188338969579574,-0.0491085226919539,0.0656048524739296,0.220824955206976,0.0074209763009271,-0.0674721033685488,0.0006952459052593,0.0882295494497987,0.083271305098628,0.0933302828856857,0.122969027984711,-0.127710864146686,0.0243928301033503,0.0226572215478192,0.0465872119774336,0.0172137549662817,0.0058533943353371,-0.105233426981498,0.126354483877817,0.0914851712884389,-0.0510961594161844,0.0354452035015609,0.0815620580033615,0.0192740692871255,0.0156741409992753,-0.0086090326944645,0.0103072063824266
final_event,-0.173764458186073,0.75872603601838,-0.202372778074592,-0.0123785892189101,-0.177898361840765,-0.368533271463649,0.0322136515057396,-0.157610813855061,0.0184293859631599,0.0419422473568442,0.0956635312550593,0.0653036446215993,0.005207184980194,0.0821703544390982,-0.0219880385105156,0.0100512319665262,-0.0141064499546624,0.0944907909982776,-0.146535306656833,-0.144186956703428,0.14563732924725,-0.0146277615226114,-0.043756539500901,0.19706757765455,0.0830744568129287,-0.0512317556567343,-0.0733049784939348,0.0215399524717167,-0.0395665100753761,0.0140929125715688
final_event_time,0.861392548151423,0.299762455091494,0.114369615872461,0.0081822184288747,-0.0244025551132915,-0.0550455902234314,-0.0096883976585035,-0.0582343927760758,0.0108685391868311,-0.0444972097002739,0.167416054184931,0.044126665685812,-0.0099234007517445,-0.0864430510180862,0.054938916677546,0.0791048377979516,-0.0341487958311568,-0.107153029124322,0.0927993990450559,0.119757628195127,-0.046587759886984,-0.0193763879672612,-0.0239515486925105,0.0605167887500716,0.0377354627381409,-0.0195668540901714,-0.0506293327018829,0.0111968196194461,-0.0186933181209965,-0.0048119989122675
nb_significant_events,-0.0473850496612714,0.862102997672297,0.0191008827047919,-0.329101719319239,0.0509119571150327,0.0255759418810917,-0.112898421206643,-0.175074272130795,0.0161533693952449,0.0202122022996505,-0.0666615795977897,-0.0328592029265254,-0.01094548887305,-0.0300961196919845,0.0067254834220093,0.0091389744885046,-0.0187587325538541,-0.054311533111187,0.0241176698804628,-0.0767420837493646,-0.140890717340633,-0.0465410434733781,0.0020509278365992,-0.0457729377040001,0.135601649589638,0.0601286485827747,-0.0492532062010546,0.0465052542341717,-0.0399054422124791,0.0245026975348052
first_major_event,0.0046451464894409,0.547626379136295,-0.120996728291525,0.062834406990401,-0.426189038623761,-0.34371826450568,0.0948416935231775,0.486097806604983,0.0194811856917256,-0.0448976598154255,-0.260391338963956,-0.0920507357986649,0.0260279497266846,-0.0451740662726628,-0.0230308355943121,-0.0560456570119916,0.0469774607149347,-0.126416234646848,0.146652827301429,0.101267715012475,-0.0221642062456158,-0.0055661437566831,-0.0053496188422555,-0.0010910812776377,0.0165602777594841,0.0079687727462381,-0.0126032979124692,0.0041880115103414,0.0034486525530926,0.0055078972875308
first_major_event_time,0.821181117765056,-0.0308623429422078,0.102069664799272,0.295175157796111,-0.0108653683302461,-0.0424373946873916,0.0373609905570045,0.0457988692654829,-0.0157016869949903,0.0734623739781022,-0.148189775075818,-0.0482474672247769,0.0262450741821228,0.0344460377549873,-0.0482822849730363,-0.0377054020097992,0.0268411529288528,0.129106219078212,-0.0314792749133542,-0.241979953846823,-0.190362327681493,0.136049714440905,0.0740326567625913,0.151012965987094,-0.121926293885716,-0.0372380063523154,0.0239096124712705,-0.0167031823679647,0.0107925561173841,-0.0209111785461013
pulled,0.0498302719783798,0.773705928354102,0.153730418049122,-0.406808060303077,0.11708128088314,0.177454231637041,-0.1348956968929,-0.0954412253450376,0.0225325715095746,0.0183144702098283,-0.162487737026621,-0.0999747379268212,-0.0212875999642512,-0.0573254188254633,0.0205152156465745,-0.017171320115563,-0.003792247226872,-0.0699472588507945,0.0761064579236122,-0.0922130922501958,-0.210391463496091,0.014917090227838,0.0194897236343367,0.0180810928260497,-0.0215277507970221,-0.0092744958586887,0.0263037464181339,-0.0074661844064099,0.0115166135872106,0.0017867980192861
pulling_ratio,-0.27409360083167,0.477893745308376,-0.225520859069036,-0.328763011560614,-0.0038916252265304,0.373366055428882,0.0880425928446448,0.454753067449871,-0.0137597578055343,-0.0793009105854478,0.278028436562783,0.0677370874452812,-0.0626109550206945,-0.148632090162003,0.175137367509408,0.077223689281592,-0.0269282729199143,0.0828531941224408,-0.0285180072573555,-0.121752546590176,0.0369205252114932,0.0225552894541811,-0.0150181049646098,0.0557920136384348,-0.0438923228407668,-0.0308707312075351,-0.0038473127292552,-0.0100913569738625,0.001564544118469,-0.007215061134541
distance_moved,-0.352109264073811,0.657906162449674,-0.127785085794544,-0.322298596173794,0.156860516679431,0.241767811853843,0.0368770371484795,-0.0715834846328606,-0.0210559742618548,0.0227669727471679,-0.176508597349322,-0.0053006512465821,0.0708345290457651,0.157558279746166,-0.172318568211295,-0.0830558149631648,0.0498790878244875,-0.0007680474450571,-0.0096924296744343,0.264066707252945,0.157664043993056,0.0731776043169803,0.0043552430190467,0.110176181277827,-0.103857679559771,-0.0604449220569021,-0.0038218958704694,-0.0240198371170467,0.0115325194044586,-0.0206095943273968
normalized_velocity,-0.0264396137607834,0.12915505784725,-0.0217815375428124,-0.0830586176862035,0.817784349362125,-0.466909259806332,0.218217810863577,0.191364605961758,-0.0315380588222609,-0.0080214517373237,0.0136895478821679,-0.0198719780109128,0.0055776833369564,-0.0160069683748693,0.0105832046762129,0.0089668345213208,0.0298808499916516,0.0060310123138485,0.0285573693144536,-0.0071151319531555,-0.0058272030777446,-0.0108020711608717,0.00251819535081,-0.008996890533817,0.0021213932999411,0.0059112100417874,0.0010004160039223,0.001456017069786,0.0011003794892687,0.0019762499001807
