method_type,params,explained_variance_ratio,overall_sparsity,mean_sparsity_per_component,interpretable_components,reconstruction_error,converged,n_iter,success,condition,combination_id,explained_var_norm,interpretable_comp_norm,sparsity_score,reconstruction_score,convergence_score,combined_score
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,0.32360087105081703,True,3,True,List1,13,0.47148804603229466,0.0,0.11904761904761904,0.9769319121508933,1.0,0.41774810539422713
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,0.39832370319978816,True,3,True,List1,14,0.47148804603229466,0.0,0.11904761904761904,0.9478970206912808,1.0,0.41339287167528527
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,0.39832370319978816,True,3,True,List1,15,0.47148804603229466,0.0,0.11904761904761904,0.9478970206912808,1.0,0.41339287167528527
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,2.6102019631835183,True,3,True,List1,16,0.47148804603229466,0.0,0.11904761904761904,0.0884322044692647,1.0,0.28447314924198286
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,2.6102019631835183,True,3,True,List1,17,0.47148804603229466,0.0,0.11904761904761904,0.0884322044692647,1.0,0.28447314924198286
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,0.2642339242604626,True,3,True,List1,18,0.5724585651962308,0.0,0.11904761904761904,1.0,1.0,0.451499474320774
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,0.2642339242604626,True,3,True,List1,19,0.5724585651962308,0.0,0.11904761904761904,1.0,1.0,0.451499474320774
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,0.33944164598375426,True,3,True,List1,20,0.5724585651962308,0.0,0.11904761904761904,0.9707766960330535,1.0,0.447115978725732
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,0.33944164598375426,True,3,True,List1,21,0.5724585651962308,0.0,0.11904761904761904,0.9707766960330535,1.0,0.447115978725732
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,2.5656719802352304,True,3,True,List1,22,0.5724585651962308,0.0,0.11904761904761904,0.10573512493438164,1.0,0.31735974306093123
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,2.5656719802352304,True,3,True,List1,23,0.5724585651962308,0.0,0.11904761904761904,0.10573512493438164,1.0,0.31735974306093123
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,0.5872928483370076,True,3,True,List1,24,0.02304154216830589,0.0,0.11904761904761904,0.8744696831495724,1.0,0.2678448198848324
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,0.5872928483370076,True,3,True,List1,25,0.02304154216830589,0.0,0.11904761904761904,0.8744696831495724,1.0,0.2678448198848324
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,0.6598620279708698,True,3,True,List1,26,0.02304154216830589,0.0,0.11904761904761904,0.8462716318527264,1.0,0.2636151121903055
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,0.6598620279708698,True,3,True,List1,27,0.02304154216830589,0.0,0.11904761904761904,0.8462716318527264,1.0,0.2636151121903055
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,2.8079905712879607,True,3,True,List1,28,0.02304154216830589,0.0,0.11904761904761904,0.011577907019574396,1.0,0.1384110534653327
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,2.8079905712879607,True,3,True,List1,29,0.02304154216830589,0.0,0.11904761904761904,0.011577907019574396,1.0,0.1384110534653327
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,0.39192586724345607,True,3,True,List1,30,0.355289570896888,0.0,0.11904761904761904,0.9503830141584203,1.0,0.3789062281547342
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,0.39192586724345607,True,3,True,List1,31,0.355289570896888,0.0,0.11904761904761904,0.9503830141584203,1.0,0.3789062281547342
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,0.4660906638440564,True,3,True,List1,32,0.355289570896888,0.0,0.11904761904761904,0.9215649573812146,1.0,0.37458351963815334
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,0.4660906638440564,True,3,True,List1,33,0.355289570896888,0.0,0.11904761904761904,0.9215649573812146,1.0,0.37458351963815334
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,2.661450878630894,True,3,True,List1,34,0.355289570896888,0.0,0.11904761904761904,0.06851852273848058,1.0,0.24662655444174325
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,2.661450878630894,True,3,True,List1,35,0.355289570896888,0.0,0.11904761904761904,0.06851852273848058,1.0,0.24662655444174325
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 12, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9868499934455963,0.07142857142857142,0.07142857142857141,0,0.32360087105142904,True,3,True,List1,36,0.4714880464430983,0.0,0.11904761904761904,0.9769319121506554,1.0,0.4177481055174325
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 12, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9868499934455963,0.07142857142857142,0.07142857142857141,0,0.32360087105142904,True,3,True,List1,37,0.4714880464430983,0.0,0.11904761904761904,0.9769319121506554,1.0,0.4177481055174325
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 12, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9868499934455963,0.07142857142857142,0.07142857142857141,0,0.3983237032000795,True,3,True,List1,38,0.4714880464430983,0.0,0.11904761904761904,0.9478970206911675,1.0,0.41339287179850936
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 12, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9868499934455963,0.07142857142857142,0.07142857142857141,0,0.3983237032000795,True,3,True,List1,39,0.4714880464430983,0.0,0.11904761904761904,0.9478970206911675,1.0,0.41339287179850936
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 12, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9868499934455963,0.07142857142857142,0.07142857142857141,0,2.6102019631537674,True,3,True,List1,40,0.4714880464430983,0.0,0.11904761904761904,0.0884322044808249,1.0,0.284473149366958
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 12, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9868499934455963,0.07142857142857142,0.07142857142857141,0,2.6102019631537674,True,3,True,List1,41,0.4714880464430983,0.0,0.11904761904761904,0.0884322044808249,1.0,0.284473149366958
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 15, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9932541151996327,0.07142857142857142,0.07142857142857141,0,0.2642339242614468,True,3,True,List1,42,0.5724585661466857,0.0,0.11904761904761904,0.9999999999996175,1.0,0.4514994746058531
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 15, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9932541151996327,0.07142857142857142,0.07142857142857141,0,0.2642339242614468,True,3,True,List1,43,0.5724585661466857,0.0,0.11904761904761904,0.9999999999996175,1.0,0.4514994746058531
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 15, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9932541151996327,0.07142857142857142,0.07142857142857141,0,0.33944164598617166,True,3,True,List1,44,0.5724585661466857,0.0,0.11904761904761904,0.9707766960321141,1.0,0.4471159790107276
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 15, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9932541151996327,0.07142857142857142,0.07142857142857141,0,0.33944164598617166,True,3,True,List1,45,0.5724585661466857,0.0,0.11904761904761904,0.9707766960321141,1.0,0.4471159790107276
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 15, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9932541151996327,0.07142857142857142,0.07142857142857141,0,2.5656719801861185,True,3,True,List1,46,0.5724585661466857,0.0,0.11904761904761904,0.10573512495346493,1.0,0.3173597433489302
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 15, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9932541151996327,0.07142857142857142,0.07142857142857141,0,2.5656719801861185,True,3,True,List1,47,0.5724585661466857,0.0,0.11904761904761904,0.10573512495346493,1.0,0.3173597433489302
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 7, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9584069783763679,0.07142857142857142,0.07142857142857141,0,0.5872928483367787,True,3,True,List1,48,0.02304154217936162,0.0,0.11904761904761904,0.8744696831496613,1.0,0.26784481988816244
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 7, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9584069783763679,0.07142857142857142,0.07142857142857141,0,0.5872928483367787,True,3,True,List1,49,0.02304154217936162,0.0,0.11904761904761904,0.8744696831496613,1.0,0.26784481988816244
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 7, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9584069783763679,0.07142857142857142,0.07142857142857141,0,0.6598620279707924,True,3,True,List1,50,0.02304154217936162,0.0,0.11904761904761904,0.8462716318527564,1.0,0.2636151121936267
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 7, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9584069783763679,0.07142857142857142,0.07142857142857141,0,0.6598620279707924,True,3,True,List1,51,0.02304154217936162,0.0,0.11904761904761904,0.8462716318527564,1.0,0.2636151121936267
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 7, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9584069783763679,0.07142857142857142,0.07142857142857141,0,2.807990571288469,True,3,True,List1,52,0.02304154217936162,0.0,0.11904761904761904,0.011577907019376887,1.0,0.1384110534686198
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 7, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9584069783763679,0.07142857142857142,0.07142857142857141,0,2.807990571288469,True,3,True,List1,53,0.02304154217936162,0.0,0.11904761904761904,0.011577907019376887,1.0,0.1384110534686198
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 10, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9794800285552989,0.07142857142857142,0.07142857142857142,0,0.3919258672431421,True,3,True,List1,54,0.3552895708751564,0.0,0.11904761904761904,0.9503830141585423,1.0,0.37890622814823305
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 10, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9794800285552989,0.07142857142857142,0.07142857142857142,0,0.3919258672431421,True,3,True,List1,55,0.3552895708751564,0.0,0.11904761904761904,0.9503830141585423,1.0,0.37890622814823305
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 10, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9794800285552989,0.07142857142857142,0.07142857142857142,0,0.46609066384473247,True,3,True,List1,56,0.3552895708751564,0.0,0.11904761904761904,0.9215649573809519,1.0,0.3745835196315945
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 10, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9794800285552989,0.07142857142857142,0.07142857142857142,0,0.46609066384473247,True,3,True,List1,57,0.3552895708751564,0.0,0.11904761904761904,0.9215649573809519,1.0,0.3745835196315945
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 10, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9794800285552989,0.07142857142857142,0.07142857142857142,0,2.6614508786412987,True,3,True,List1,58,0.3552895708751564,0.0,0.11904761904761904,0.0685185227344377,1.0,0.24662655443461734
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 10, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9794800285552989,0.07142857142857142,0.07142857142857142,0,2.6614508786412987,True,3,True,List1,59,0.3552895708751564,0.0,0.11904761904761904,0.0685185227344377,1.0,0.24662655443461734
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,0.32360087105081703,True,3,True,List1,60,0.47148804603229466,0.0,0.11904761904761904,0.9769319121508933,1.0,0.41774810539422713
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,0.32360087105081703,True,3,True,List1,61,0.47148804603229466,0.0,0.11904761904761904,0.9769319121508933,1.0,0.41774810539422713
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,0.39832370319978816,True,3,True,List1,62,0.47148804603229466,0.0,0.11904761904761904,0.9478970206912808,1.0,0.41339287167528527
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,0.39832370319978816,True,3,True,List1,63,0.47148804603229466,0.0,0.11904761904761904,0.9478970206912808,1.0,0.41339287167528527
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,2.6102019631835183,True,3,True,List1,64,0.47148804603229466,0.0,0.11904761904761904,0.0884322044692647,1.0,0.28447314924198286
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 12, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9868499934195408,0.07142857142857142,0.07142857142857141,0,2.6102019631835183,True,3,True,List1,65,0.47148804603229466,0.0,0.11904761904761904,0.0884322044692647,1.0,0.28447314924198286
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,0.2642339242604626,True,3,True,List1,66,0.5724585651962308,0.0,0.11904761904761904,1.0,1.0,0.451499474320774
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,0.2642339242604626,True,3,True,List1,67,0.5724585651962308,0.0,0.11904761904761904,1.0,1.0,0.451499474320774
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,0.33944164598375426,True,3,True,List1,68,0.5724585651962308,0.0,0.11904761904761904,0.9707766960330535,1.0,0.447115978725732
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,0.33944164598375426,True,3,True,List1,69,0.5724585651962308,0.0,0.11904761904761904,0.9707766960330535,1.0,0.447115978725732
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,2.5656719802352304,True,3,True,List1,70,0.5724585651962308,0.0,0.11904761904761904,0.10573512493438164,1.0,0.31735974306093123
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'lars', 'n_components': 15, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9932541151393495,0.07142857142857142,0.07142857142857141,0,2.5656719802352304,True,3,True,List1,71,0.5724585651962308,0.0,0.11904761904761904,0.10573512493438164,1.0,0.31735974306093123
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,0.5872928483370076,True,3,True,List1,72,0.02304154216830589,0.0,0.11904761904761904,0.8744696831495724,1.0,0.2678448198848324
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,0.5872928483370076,True,3,True,List1,73,0.02304154216830589,0.0,0.11904761904761904,0.8744696831495724,1.0,0.2678448198848324
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,0.6598620279708698,True,3,True,List1,74,0.02304154216830589,0.0,0.11904761904761904,0.8462716318527264,1.0,0.2636151121903055
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,0.6598620279708698,True,3,True,List1,75,0.02304154216830589,0.0,0.11904761904761904,0.8462716318527264,1.0,0.2636151121903055
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,2.8079905712879607,True,3,True,List1,76,0.02304154216830589,0.0,0.11904761904761904,0.011577907019574396,1.0,0.1384110534653327
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,2.8079905712879607,True,3,True,List1,77,0.02304154216830589,0.0,0.11904761904761904,0.011577907019574396,1.0,0.1384110534653327
SparsePCA,"{'alpha': 0.01, 'max_iter': 3000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,0.39192586724345607,True,3,True,List1,78,0.355289570896888,0.0,0.11904761904761904,0.9503830141584203,1.0,0.3789062281547342
