method_type,params,explained_variance_ratio,overall_sparsity,mean_sparsity_per_component,interpretable_components,reconstruction_error,converged,n_iter,success,condition,combination_id,bic_score,bic_penalty,explained_var_norm,interpretable_comp_norm,sparsity_score,reconstruction_score,convergence_score,combined_score
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,0.6598620279708698,True,3,True,List1,27,-1258.5217053080091,0.38019497094942867,0.02304154216830589,0.0,0.11904761904761904,0.8462716318527264,1.0,0.19518001741940832
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,2.8079905712879607,True,3,True,List1,28,3322.1147865484054,0.9955151495596544,0.02304154216830589,0.0,0.11904761904761904,0.011577907019574396,1.0,-0.04078167345540509
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 7, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9584069783756667,0.07142857142857142,0.07142857142857141,0,2.8079905712879607,True,3,True,List1,29,3322.1147865484054,0.9955151495596544,0.02304154216830589,0.0,0.11904761904761904,0.011577907019574396,1.0,-0.04078167345540509
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,0.39192586724345607,True,3,True,List1,30,-2882.1342106334514,0.16209394098410143,0.355289570896888,0.0,0.11904761904761904,0.9503830141584203,1.0,0.34972931877759594
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 0.01, 'tol': 1e-05}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,0.39192586724345607,True,3,True,List1,31,-2882.1342106334514,0.16209394098410143,0.355289570896888,0.0,0.11904761904761904,0.9503830141584203,1.0,0.34972931877759594
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 0.1, 'tol': 0.0001}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,0.4660906638440564,True,3,True,List1,32,-2333.9626985987734,0.23573021255768709,0.355289570896888,0.0,0.11904761904761904,0.9215649573812146,1.0,0.33215208137776964
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 0.1, 'tol': 1e-05}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,0.4660906638440564,True,3,True,List1,33,-2333.9626985987734,0.23573021255768709,0.355289570896888,0.0,0.11904761904761904,0.9215649573812146,1.0,0.33215208137776964
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 1.0, 'tol': 0.0001}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,2.661450878630894,True,3,True,List1,34,3176.7630547984263,0.9759899473960014,0.355289570896888,0.0,0.11904761904761904,0.06851852273848058,1.0,0.070948363910463
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 10, 'ridge_alpha': 1.0, 'tol': 1e-05}",0.9794800285566773,0.07142857142857142,0.07142857142857142,0,2.661450878630894,True,3,True,List1,35,3176.7630547984263,0.9759899473960014,0.355289570896888,0.0,0.11904761904761904,0.06851852273848058,1.0,0.070948363910463
SparsePCA,"{'alpha': 0.01, 'max_iter': 2000, 'method': 'cd', 'n_components': 12, 'ridge_alpha': 0.01, 'tol': 0.0001}",0.9868499934455963,0.07142857142857142,0.07142857142857141,0,0.32360087105142904,True,3,True,List1,36,-3471.9257289979478,0.0828668241700886,0.4714880464430983,0.0,0.11904761904761904,0.9769319121506554,1.0,0.40283207716681657
