Genotype,Metric,Cohen_d,Direction,MW_pval,MW_significant,Perm_pval,Perm_significant,pval_difference,Agreement
51983 (Mip-GAL4 1M),nb_events,1.0366156095890957,1,0.0092276566786139,False,0.0108989101089891,True,0.0016712534303752,"DISAGREE: MW-no, Perm-yes"
MB504B (All PPL1),nb_events,-0.7879294081567615,-1,0.07191982029621,False,0.0407959204079592,False,0.031123899888250796,AGREE
MB312B (PAM-07),nb_events,-0.4293341037555226,-1,0.1905837380284407,False,0.2203779622037796,False,0.02979422417533889,AGREE
MB304B (PPL1-04),nb_events,-0.2109473122063254,-1,0.4909046772325092,False,0.5328467153284672,False,0.04194203809595798,AGREE
86615 (LH2201),nb_events,-0.4843743676742732,-1,0.3232271059957418,False,0.2202779722027797,False,0.10294913379296208,AGREE
9998 (OR67d-GAL4),nb_events,0.864502098517467,1,0.0236875264720146,True,0.014998500149985,True,0.008689026322029602,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,nb_events,0.9658712033528573,1,0.048781882678443,False,0.0164983501649835,True,0.0322835325134595,"DISAGREE: MW-no, Perm-yes"
854 (OK107-Gal4),nb_events,0.5788778638797046,1,0.1248240739751323,False,0.090990900909909,False,0.03383317306522331,AGREE
41731 (IR8a-GAL4),nb_events,1.5263979425418086,1,0.0025112187583583,True,0.0032996700329967,True,0.0007884512746384,AGREE
9943 (GR63a-GAL4),nb_events,0.7920532625278416,1,0.0353813352666331,False,0.0245975402459754,False,0.010783795020657697,AGREE
75823 (LH2446),nb_events,-0.6804241225020948,-1,0.0720553814630121,False,0.0544945505449455,False,0.0175608309180666,AGREE
86685 (LH272),nb_events,0.0675335145572435,1,0.7016938838201836,False,0.8295170482951705,False,0.12782316447498687,AGREE
LC16-1,nb_events,0.4121256757604131,1,0.2413277275159367,False,0.2403759624037596,False,0.0009517651121770943,AGREE
86720 (LH18),nb_events,0.304192886623308,1,0.3302327929924233,False,0.3792620737926207,False,0.04902928080019742,AGREE
SS32219-Gal4 (LAL-2),nb_events,-0.1437473422627798,-1,0.8094739516199263,False,0.6703329667033296,False,0.13914098491659666,AGREE
DDC-gal4,nb_events,1.4861508846483782,1,0.0003213768334752,True,0.0006999300069993,True,0.0003785531735241,AGREE
MB434B,nb_events,-0.7009821642749745,-1,0.0720553814630121,False,0.046995300469953,False,0.025060080993059106,AGREE
MB418B ,nb_events,-1.157676620825211,-1,0.0038778575018652,True,0.0023997600239976,True,0.0014780974778676004,AGREE
SS32230-Gal4 (LAL-1),nb_events,0.2102208515318181,1,0.4577174344274461,False,0.5469453054694531,False,0.08922787104200697,AGREE
LC22,nb_events,-0.2914398926062763,-1,0.5970285369666561,False,0.411958804119588,False,0.18506973284706812,AGREE
75945 (LH1543),nb_events,-0.0355803181320078,-1,1.0,False,0.917908209179082,False,0.082091790820918,AGREE
MB296B (PPL1-03),nb_events,-1.028932714373889,-1,0.0105312077301492,True,0.0041995800419958,True,0.006331627688153401,AGREE
50742 (MB247-GAL4),nb_events,1.6362654537438168,1,0.0009545895802604,True,0.0004999500049995,True,0.00045463957526089996,AGREE
86707 (LH578),nb_events,0.3847059369298379,1,0.3468892911616084,False,0.2642735726427357,False,0.08261571851887267,AGREE
MB310C,nb_events,0.7174837474218789,1,0.0535093109762092,False,0.0406959304069593,False,0.012813380569249903,AGREE
KC-α/βc-GaL4,nb_freeze,-1.06878078234982,-1,0.0064261376883318,False,0.0025997400259974,True,0.0038263976623343996,"DISAGREE: MW-no, Perm-yes"
72D07-GAL4,nb_freeze,0.7314937186174177,1,0.0574795777704131,False,0.0337966203379662,False,0.023682957432446895,AGREE
KC-γmain-GaL4,nb_freeze,0.1015784182127529,1,0.9587512878881652,False,0.7756224377562244,False,0.1831288501319408,AGREE
LC10-2,nb_freeze,0.0564066843839691,1,0.8300032384646865,False,0.8718128187181282,False,0.041809580253441725,AGREE
51983 (Mip-GAL4 1M),nb_freeze,0.5481744732105714,1,0.4841339865733436,False,0.1511848815118488,False,0.3329491050614948,AGREE
MB504B (All PPL1),nb_freeze,-1.0558351735544242,-1,0.011930840884522,True,0.0070992900709929,True,0.0048315508135291,AGREE
MB312B (PAM-07),nb_freeze,-0.2572659729314265,-1,0.2410627483668612,False,0.4624537546245375,False,0.22139100625767633,AGREE
MB304B (PPL1-04),nb_freeze,-0.6573830880243146,-1,0.081614364576357,False,0.0661933806619338,False,0.015420983914423203,AGREE
86615 (LH2201),nb_freeze,-0.4522635891507497,-1,0.1146619835808007,False,0.2566743325667433,False,0.14201234898594262,AGREE
9998 (OR67d-GAL4),nb_freeze,-0.2207927051037725,-1,0.5057971484027963,False,0.5273472652734726,False,0.021550116870676317,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,nb_freeze,0.5608547911398354,1,0.162388930342078,False,0.1506849315068493,False,0.011703998835228685,AGREE
854 (OK107-Gal4),nb_freeze,1.8821270329259523,1,5.59776371504431e-06,True,9.999000099990002e-05,True,9.43922372848557e-05,AGREE
41731 (IR8a-GAL4),nb_freeze,0.2539835025536265,1,0.4225992749752875,False,0.6079392060793921,False,0.18533993110410463,AGREE
9943 (GR63a-GAL4),nb_freeze,0.9125053871528844,1,0.0102918677537105,True,0.0093990600939906,True,0.0008928076597198992,AGREE
75823 (LH2446),nb_freeze,1.1277390774799287,1,0.0022531076037156,True,0.0012998700129987,True,0.0009532375907168999,AGREE
86685 (LH272),nb_freeze,0.5746104121173063,1,0.109212846517965,False,0.0801919808019198,False,0.029020865716045202,AGREE
LC16-1,nb_freeze,-0.5491799100572983,-1,0.1851920070135924,False,0.118988101189881,False,0.0662039058237114,AGREE
86720 (LH18),nb_freeze,-0.0591176559584058,-1,0.9341472554827516,False,0.8687131286871312,False,0.06543412679562033,AGREE
SS32219-Gal4 (LAL-2),nb_freeze,-0.2363897212589185,-1,0.5460839293577617,False,0.4986501349865013,False,0.04743379437126044,AGREE
DDC-gal4,nb_freeze,0.2883463541173239,1,0.985558887943882,False,0.4306569343065693,False,0.5549019536373128,AGREE
MB434B,nb_freeze,-0.2253643969929681,-1,0.7285810561551758,False,0.51994800519948,False,0.20863305095569573,AGREE
MB418B ,nb_freeze,0.4536206977620728,1,0.552062859783923,False,0.1894810518948105,False,0.36258180788911254,AGREE
SS32230-Gal4 (LAL-1),nb_freeze,0.3255788769605952,1,0.4874816189062272,False,0.3518648135186481,False,0.1356168053875791,AGREE
LC22,nb_freeze,-0.4677957738294637,-1,0.507579488501392,False,0.198980101989801,False,0.308599386511591,AGREE
75945 (LH1543),nb_freeze,0.7689720968292506,1,0.0437868343606536,False,0.0306969303069693,False,0.0130899040536843,AGREE
MB296B (PPL1-03),nb_freeze,0.461499136289129,1,0.2477880080324571,False,0.1881811818818118,False,0.0596068261506453,AGREE
50742 (MB247-GAL4),nb_freeze,-0.0116628787127117,-1,0.9820371795413696,False,0.9874012598740126,False,0.0053640803326430175,AGREE
86707 (LH578),nb_freeze,0.9583759439164204,1,0.0120325252769437,False,0.0078992100789921,True,0.0041333151979516,"DISAGREE: MW-no, Perm-yes"
MB310C,nb_freeze,0.3929370765173937,1,0.2544080997538471,False,0.2578742125787421,False,0.003466112824895007,AGREE
KC-α/βc-GaL4,normalized_velocity,0.5767160999321527,1,0.2025179080558039,False,0.0987901209879012,False,0.10372778706790271,AGREE
72D07-GAL4,normalized_velocity,-0.078567459556918,-1,0.8819307212779461,False,0.8204179582041796,False,0.06151276307376652,AGREE
KC-γmain-GaL4,normalized_velocity,1.2001084904139956,1,0.0042522916615381,True,0.0014998500149985,True,0.0027524416465396005,AGREE
LC10-2,normalized_velocity,0.4797831499649092,1,0.3817750795788452,False,0.1690830916908309,False,0.2126919878880143,AGREE
51983 (Mip-GAL4 1M),normalized_velocity,-0.8691350406335492,-1,0.3854851040019491,False,0.0325967403259674,False,0.3528883636759817,AGREE
MB504B (All PPL1),normalized_velocity,1.248123191589731,1,0.0057410552617145,True,0.000999900009999,True,0.0047411552517154995,AGREE
MB312B (PAM-07),normalized_velocity,0.9898911529359604,1,0.0052720074918248,True,0.0007999200079992,True,0.0044720874838256,AGREE
MB304B (PPL1-04),normalized_velocity,0.6335311830083431,1,0.270377764315757,False,0.0421957804219578,False,0.2281819838937992,AGREE
86615 (LH2201),normalized_velocity,0.3549503715307711,1,0.3007210518896411,False,0.3825617438256174,False,0.08184069193597632,AGREE
9998 (OR67d-GAL4),normalized_velocity,-0.2111743196215252,-1,0.4197907680460414,False,0.5406459354064593,False,0.12085516736041796,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,normalized_velocity,0.3835374226882516,1,0.9470425588556116,False,0.4235576442355764,False,0.5234849146200352,AGREE
854 (OK107-Gal4),normalized_velocity,-0.7003728239211765,-1,0.753865329868274,False,0.0415958404159584,False,0.7122694894523156,AGREE
41731 (IR8a-GAL4),normalized_velocity,-0.7840883094173922,-1,0.5365835537460252,False,0.1304869513048695,False,0.40609660244115564,AGREE
9943 (GR63a-GAL4),normalized_velocity,-0.4495546301953648,-1,0.9873785512460884,False,0.1958804119588041,False,0.7914981392872843,AGREE
75823 (LH2446),normalized_velocity,-0.2191150415538307,-1,0.9342393414808572,False,0.5494450554944506,False,0.38479428598640664,AGREE
86685 (LH272),normalized_velocity,0.3528776582878048,1,0.826745794524412,False,0.3228677132286771,False,0.5038780812957349,AGREE
LC16-1,normalized_velocity,0.3709319904555345,1,0.6799279308955285,False,0.3567643235676432,False,0.3231636073278853,AGREE
86720 (LH18),normalized_velocity,0.3771071592416657,1,0.5860416230076372,False,0.3217678232176782,False,0.26427379978995896,AGREE
SS32219-Gal4 (LAL-2),normalized_velocity,0.3816075619187016,1,0.6296571659649659,False,0.2855714428557144,False,0.3440857231092515,AGREE
DDC-gal4,normalized_velocity,-0.8191132646134818,-1,0.1751579224726511,False,0.021997800219978,True,0.15316012225267311,"DISAGREE: MW-no, Perm-yes"
MB434B,normalized_velocity,0.7208040485957319,1,0.0281760060673252,False,0.0370962903709629,False,0.008920284303637702,AGREE
MB418B ,normalized_velocity,0.8186265879867575,1,0.1169433144977557,False,0.0203979602039796,True,0.0965453542937761,"DISAGREE: MW-no, Perm-yes"
SS32230-Gal4 (LAL-1),normalized_velocity,0.8868958680932718,1,0.0237693593167926,False,0.004999500049995,False,0.018769859266797598,AGREE
LC22,normalized_velocity,0.8816800019503559,1,0.0212491827468838,False,0.0164983501649835,False,0.004750832581900299,AGREE
75945 (LH1543),normalized_velocity,0.3749526795169297,1,0.9605149582960631,False,0.3301669833016698,False,0.6303479749943933,AGREE
MB296B (PPL1-03),normalized_velocity,0.3464859579813659,1,0.4379760012151102,False,0.3271672832716728,False,0.11080871794343738,AGREE
50742 (MB247-GAL4),normalized_velocity,-0.1125222215485423,-1,0.6693842468987063,False,0.8053194680531947,False,0.1359352211544883,AGREE
86707 (LH578),normalized_velocity,0.4710001509073456,1,0.2158330950683832,False,0.1866813318668133,False,0.029151763201569897,AGREE
MB310C,normalized_velocity,0.4593417244590423,1,0.9342393414808572,False,0.2070792920707929,False,0.7271600494100643,AGREE
KC-α/βc-GaL4,number_of_pauses,0.2853827780721536,1,0.3348022686708961,False,0.474952504749525,False,0.14015023607862892,AGREE
72D07-GAL4,number_of_pauses,0.3678603110269523,1,0.3345771001232858,False,0.3211678832116788,False,0.013409216911607014,AGREE
KC-γmain-GaL4,number_of_pauses,0.1960392117639214,1,0.3062485892471529,False,0.6372362763723628,False,0.3309876871252099,AGREE
LC10-2,number_of_pauses,-0.2950639457296875,-1,0.596642476945071,False,0.421957804219578,False,0.17468467272549298,AGREE
51983 (Mip-GAL4 1M),number_of_pauses,0.8146492613539643,1,0.2294583539439134,False,0.025997400259974,False,0.2034609536839394,AGREE
MB504B (All PPL1),number_of_pauses,0.0043096592872527,1,0.6145147601993943,False,1.0,False,0.3854852398006057,AGREE
MB312B (PAM-07),number_of_pauses,0.5347461032608556,1,0.1434268803445731,False,0.1492850714928507,False,0.005858191148277597,AGREE
MB304B (PPL1-04),number_of_pauses,0.3250483699142455,1,0.739072026115412,False,0.5173482651734826,False,0.22172376094192936,AGREE
86615 (LH2201),number_of_pauses,-0.308858252317842,-1,0.0653726465965163,False,0.4680531946805319,False,0.4026805480840156,AGREE
9998 (OR67d-GAL4),number_of_pauses,0.8032659901727707,1,0.0663288617103308,False,0.0201979802019798,True,0.046130881508351,"DISAGREE: MW-no, Perm-yes"
MBON-08-GaL4  MBON-09-GaL4 ,number_of_pauses,1.1278275464048992,1,0.0070508841843234,True,0.0004999500049995,True,0.0065509341793239,AGREE
854 (OK107-Gal4),number_of_pauses,2.0105096435214924,1,6.353149234180359e-07,True,9.999000099990002e-05,True,9.935468607648197e-05,AGREE
41731 (IR8a-GAL4),number_of_pauses,1.381443575313874,1,0.073683319877588,False,0.0105989401059894,True,0.0630843797715986,"DISAGREE: MW-no, Perm-yes"
9943 (GR63a-GAL4),number_of_pauses,0.935369485945938,1,0.0064650929252211,True,0.0032996700329967,True,0.0031654228922243996,AGREE
75823 (LH2446),number_of_pauses,0.4182042110838981,1,0.2734287288026181,False,0.2496750324967503,False,0.023753696305867794,AGREE
86685 (LH272),number_of_pauses,0.0978181934437237,1,0.5776839501569435,False,0.7724227577242275,False,0.194738807567284,AGREE
LC16-1,number_of_pauses,-0.2432968721297166,-1,0.5122760704026805,False,0.5116488351164884,False,0.0006272352861921293,AGREE
86720 (LH18),number_of_pauses,0.4242131097331723,1,0.2065886531972051,False,0.2575742425757424,False,0.05098558937853731,AGREE
SS32219-Gal4 (LAL-2),number_of_pauses,-0.2284059631515648,-1,1.0,False,0.5873412658734126,False,0.4126587341265874,AGREE
DDC-gal4,number_of_pauses,0.320300988357201,1,0.8817887719675579,False,0.3835616438356164,False,0.4982271281319415,AGREE
MB434B,number_of_pauses,-0.5160489536943598,-1,0.3644527265452036,False,0.1446855314468553,False,0.2197671950983483,AGREE
MB418B ,number_of_pauses,0.3324212734675066,1,0.5582141082147247,False,0.3645635436456354,False,0.1936505645690893,AGREE
SS32230-Gal4 (LAL-1),number_of_pauses,0.1978728729511865,1,0.430379525113599,False,0.5744425557444256,False,0.1440630306308266,AGREE
LC22,number_of_pauses,0.0014416991706916,1,0.5840181102834504,False,1.0,False,0.4159818897165496,AGREE
75945 (LH1543),number_of_pauses,0.42000032629168,1,0.8203239156129585,False,0.2480751924807519,False,0.5722487231322065,AGREE
MB296B (PPL1-03),number_of_pauses,0.5294721297551495,1,0.3627950527924864,False,0.1305869413058694,False,0.23220811148661702,AGREE
50742 (MB247-GAL4),number_of_pauses,1.0150030108405252,1,0.0294526833805222,False,0.0100989901009899,True,0.0193536932795323,"DISAGREE: MW-no, Perm-yes"
86707 (LH578),number_of_pauses,0.7469654285237582,1,0.1462147595976734,False,0.0268973102689731,False,0.11931744932870031,AGREE
MB310C,number_of_pauses,1.273599431294529,1,0.0014170764282292,True,0.0007999200079992,True,0.0006171564202299999,AGREE
KC-α/βc-GaL4,persistence_at_end,-0.2175392587318254,-1,0.5352686001887101,False,0.5285471452854714,False,0.006721454903238722,AGREE
72D07-GAL4,persistence_at_end,1.576948856651676,1,0.000909914829599,True,0.0001999800019998,True,0.0007099348275992001,AGREE
KC-γmain-GaL4,persistence_at_end,-0.1628965120516556,-1,0.4694868880489569,False,0.6255374462553744,False,0.15605055820641756,AGREE
LC10-2,persistence_at_end,0.1319816472866568,1,0.6799279308955285,False,0.6991300869913009,False,0.01920215609577236,AGREE
51983 (Mip-GAL4 1M),persistence_at_end,0.6211177141865317,1,0.1223055811807742,False,0.1081891810818918,False,0.014116400098882403,AGREE
MB504B (All PPL1),persistence_at_end,-1.0957117138883656,-1,0.0170536113036787,False,0.0084991500849915,True,0.0085544612186872,"DISAGREE: MW-no, Perm-yes"
MB312B (PAM-07),persistence_at_end,-0.7572335536031715,-1,0.0457464980096626,False,0.0351964803519648,False,0.0105500176576978,AGREE
MB304B (PPL1-04),persistence_at_end,-0.3568762285475959,-1,0.2629267560948137,False,0.3037696230376962,False,0.04084286694288253,AGREE
86615 (LH2201),persistence_at_end,-0.4048071236415478,-1,0.3232271059957418,False,0.3067693230676932,False,0.01645778292804856,AGREE
9998 (OR67d-GAL4),persistence_at_end,-0.0250247215976848,-1,0.812432208131742,False,0.9413058694130588,False,0.12887366128131683,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,persistence_at_end,0.0278928154907598,1,0.9118527704321068,False,0.9433056694330568,False,0.03145289900095005,AGREE
854 (OK107-Gal4),persistence_at_end,-0.2585891925358292,-1,0.1704796327580106,False,0.4461553844615538,False,0.2756757517035432,AGREE
41731 (IR8a-GAL4),persistence_at_end,0.3441744188670654,1,0.8204107105708937,False,0.4731526847315268,False,0.3472580258393669,AGREE
9943 (GR63a-GAL4),persistence_at_end,1.2211229031032225,1,0.0020371407888604,True,0.0015998400159984,True,0.00043730077286199993,AGREE
75823 (LH2446),persistence_at_end,1.308017021337201,1,0.0011500615464933,True,0.0003999600039996,True,0.0007501015424937,AGREE
86685 (LH272),persistence_at_end,1.0627180264326657,1,0.0015049994813237,True,0.0023997600239976,True,0.0008947605426738998,AGREE
LC16-1,persistence_at_end,0.7914257792381774,1,0.0891773424298968,False,0.0302969703029697,False,0.05888037212692711,AGREE
86720 (LH18),persistence_at_end,-0.0932736700296823,-1,0.5414703924391078,False,0.7921207879212079,False,0.2506503954821001,AGREE
SS32219-Gal4 (LAL-2),persistence_at_end,0.0852401257143374,1,0.9450795155118642,False,0.8024197580241976,False,0.14265975748766657,AGREE
DDC-gal4,persistence_at_end,1.1668643470685012,1,0.0342733057901883,False,0.003999600039996,True,0.030273705750192302,"DISAGREE: MW-no, Perm-yes"
MB434B,persistence_at_end,-0.4200787944314035,-1,0.192337845623254,False,0.2234776522347765,False,0.03113980661152249,AGREE
MB418B ,persistence_at_end,2.365446355172329,1,9.031003857028136e-06,True,9.999000099990002e-05,True,9.095899714287189e-05,AGREE
SS32230-Gal4 (LAL-1),persistence_at_end,-0.0956442593826938,-1,0.7289281824361975,False,0.777022297770223,False,0.04809411533402552,AGREE
LC22,persistence_at_end,-0.491285186095227,-1,0.1740012362395828,False,0.1753824617538246,False,0.0013812255142418017,AGREE
75945 (LH1543),persistence_at_end,0.2347449613490763,1,0.3640709652228873,False,0.4906509349065093,False,0.126579969683622,AGREE
MB296B (PPL1-03),persistence_at_end,-0.440221306932937,-1,0.2158330950683832,False,0.2018798120187981,False,0.013953283049585097,AGREE
50742 (MB247-GAL4),persistence_at_end,0.2033483014615536,1,0.6693842468987063,False,0.5994400559944005,False,0.06994419090430581,AGREE
86707 (LH578),persistence_at_end,-0.0698904599320412,-1,0.9868335403179408,False,0.8361163883611639,False,0.15071715195677693,AGREE
MB310C,persistence_at_end,0.1745243128226302,1,0.5635436160789709,False,0.6044395560443956,False,0.04089593996542473,AGREE
KC-α/βc-GaL4,pulled,-0.0807052165376512,-1,0.7636368753972312,False,0.905009499050095,False,0.14137262365286374,AGREE
72D07-GAL4,pulled,-0.4003653932491128,-1,0.1973144760617917,False,0.2612738726127387,False,0.06395939655094701,AGREE
KC-γmain-GaL4,pulled,-0.696123141152774,-1,0.0482186605081209,False,0.0677932206779322,False,0.019574560169811295,AGREE
LC10-2,pulled,-0.9748767670051244,-1,0.0078139531608721,False,0.0078992100789921,True,8.5256918119999e-05,"DISAGREE: MW-no, Perm-yes"
51983 (Mip-GAL4 1M),pulled,0.9827705014949772,1,0.1864903540141358,False,0.0037996200379962,True,0.1826907339761396,"DISAGREE: MW-no, Perm-yes"
MB504B (All PPL1),pulled,0.0142923286225117,1,0.8807428518658603,False,1.0,False,0.11925714813413968,AGREE
MB312B (PAM-07),pulled,0.3111377873050389,1,0.8055137991632233,False,0.4327567243275672,False,0.3727570748356561,AGREE
MB304B (PPL1-04),pulled,-0.4833956967064564,-1,0.0926297054865378,False,0.2087791220877912,False,0.1161494166012534,AGREE
86615 (LH2201),pulled,-0.6843756973081855,-1,0.0345877243205104,False,0.1040895910408959,False,0.0695018667203855,AGREE
9998 (OR67d-GAL4),pulled,1.3272483917252975,1,0.0006090041512036,True,0.0005999400059994,True,9.064145204200043e-06,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,pulled,1.6169325804804309,1,0.0046071658088048,True,0.0001999800019998,True,0.004407185806805,AGREE
854 (OK107-Gal4),pulled,1.6005531739884484,1,0.0001851454361273,True,9.999000099990002e-05,True,8.515543512739998e-05,AGREE
41731 (IR8a-GAL4),pulled,1.998595494228093,1,0.0756114164079662,False,0.0012998700129987,True,0.07431154639496751,"DISAGREE: MW-no, Perm-yes"
9943 (GR63a-GAL4),pulled,0.8269572009808837,1,0.0082158770920559,True,0.0157984201579842,True,0.0075825430659283,AGREE
75823 (LH2446),pulled,-0.5454621555400893,-1,0.0648756893438842,False,0.1291870812918708,False,0.06431139194798659,AGREE
86685 (LH272),pulled,-0.9025666824798328,-1,0.0047655173221328,True,0.0086991300869913,True,0.003933612764858501,AGREE
LC16-1,pulled,-0.6551483525820567,-1,0.0409743617711005,False,0.0676932306769323,False,0.026718868905831798,AGREE
86720 (LH18),pulled,0.6574407147806831,1,0.2219395833111502,False,0.0584941505849415,False,0.1634454327262087,AGREE
SS32219-Gal4 (LAL-2),pulled,-0.6092357389254941,-1,0.0605273382452079,False,0.1094890510948905,False,0.0489617128496826,AGREE
DDC-gal4,pulled,1.003104946897022,1,0.0067535128433854,True,0.0008999100089991,True,0.0058536028343863,AGREE
MB434B,pulled,-0.7815572103407896,-1,0.0248562803637164,False,0.0301969803019698,False,0.005340699938253403,AGREE
MB418B ,pulled,-0.2576328986294331,-1,0.0289511707588643,False,0.5085491450854914,False,0.47959797432662715,AGREE
SS32230-Gal4 (LAL-1),pulled,-0.5148857915712799,-1,0.0558315601494466,False,0.1466853314668533,False,0.09085377131740671,AGREE
LC22,pulled,-0.5451144721525485,-1,0.0488163724678272,False,0.1408859114088591,False,0.0920695389410319,AGREE
75945 (LH1543),pulled,-0.52951301539092,-1,0.0636553220673008,False,0.1421857814218578,False,0.078530459354557,AGREE
MB296B (PPL1-03),pulled,-0.7895022642446654,-1,0.0400839236468967,False,0.0306969303069693,False,0.009386993339927402,AGREE
50742 (MB247-GAL4),pulled,0.9688265947981862,1,0.0638002736702361,False,0.0118988101189881,True,0.051901463551247994,"DISAGREE: MW-no, Perm-yes"
86707 (LH578),pulled,-0.0947377516731606,-1,0.5618015935993217,False,0.8403159684031597,False,0.278514374803838,AGREE
MB310C,pulled,0.7433756765341702,1,0.1320021944343377,False,0.03999600039996,False,0.0920061940343777,AGREE
KC-α/βc-GaL4,pulling_ratio,-0.2847049722595566,-1,0.3485254601951381,False,0.4044595540445955,False,0.05593409384945741,AGREE
72D07-GAL4,pulling_ratio,-0.4178293620439826,-1,0.1755593489776491,False,0.2272772722727727,False,0.05171792329512359,AGREE
KC-γmain-GaL4,pulling_ratio,-0.7227353352940507,-1,0.0643739124636363,False,0.0461953804619538,False,0.0181785320016825,AGREE
LC10-2,pulling_ratio,-0.8609172493713705,-1,0.0117929287507655,False,0.0167983201679832,False,0.005005391417217699,AGREE
51983 (Mip-GAL4 1M),pulling_ratio,0.3319309493113573,1,0.1799757991649764,False,0.3781621837816218,False,0.1981863846166454,AGREE
MB504B (All PPL1),pulling_ratio,-0.3802829071219349,-1,0.3627175807796312,False,0.3066693330666933,False,0.05604824771293787,AGREE
MB312B (PAM-07),pulling_ratio,-0.1898417358533404,-1,0.7018326046235738,False,0.593040695930407,False,0.1087919086931668,AGREE
MB304B (PPL1-04),pulling_ratio,-0.5881546886829545,-1,0.0982416065224556,False,0.1025897410258974,False,0.004348134503441792,AGREE
86615 (LH2201),pulling_ratio,-1.2128256820542354,-1,0.0080687162991177,False,0.0064993500649935,True,0.0015693662341241992,"DISAGREE: MW-no, Perm-yes"
9998 (OR67d-GAL4),pulling_ratio,0.9441770206321763,1,0.0166184791485535,True,0.005999400059994,True,0.010619079088559502,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,pulling_ratio,0.005440616350173,1,0.893967068673347,False,0.9891010898910108,False,0.09513402121766379,AGREE
854 (OK107-Gal4),pulling_ratio,1.0139576963701071,1,0.0023501488864041,True,0.0058994100589941,True,0.00354926117259,AGREE
41731 (IR8a-GAL4),pulling_ratio,0.7291633634932835,1,0.0647418984076803,False,0.1416858314168583,False,0.07694393300917801,AGREE
9943 (GR63a-GAL4),pulling_ratio,0.4263334090684904,1,0.5145387428923236,False,0.2075792420757924,False,0.30695950081653123,AGREE
75823 (LH2446),pulling_ratio,-0.9941742386777545,-1,0.0099234968144995,True,0.0063993600639936,True,0.0035241367505058994,AGREE
86685 (LH272),pulling_ratio,-1.3516806665265555,-1,0.0004957144392896,True,9.999000099990002e-05,True,0.00039572443828969996,AGREE
LC16-1,pulling_ratio,-1.0982533114980004,-1,0.0039366924906551,True,0.0032996700329967,True,0.0006370224576584,AGREE
86720 (LH18),pulling_ratio,-0.2198560607285017,-1,0.6529419766046767,False,0.5117488251174882,False,0.14119315148718847,AGREE
SS32219-Gal4 (LAL-2),pulling_ratio,-1.0005174168654858,-1,0.0072621207575268,True,0.0073992600739926,True,0.0001371393164657994,AGREE
DDC-gal4,pulling_ratio,0.3579707647629958,1,0.2446688646518857,False,0.3054694530546945,False,0.060800588402808775,AGREE
MB434B,pulling_ratio,-0.8818513810913936,-1,0.0142298697267442,False,0.0124987501249875,False,0.0017311196017566997,AGREE
MB418B ,pulling_ratio,-1.2052852246033436,-1,0.0024596236174673,True,0.0018998100189981,True,0.0005598135984692001,AGREE
SS32230-Gal4 (LAL-1),pulling_ratio,-0.8822174599282571,-1,0.0238302398341697,False,0.0151984801519848,False,0.008631759682184902,AGREE
LC22,pulling_ratio,-0.5843818469284114,-1,0.0983569391525786,False,0.1104889511048895,False,0.012132011952310895,AGREE
75945 (LH1543),pulling_ratio,-0.6699271428879082,-1,0.0725955004649626,False,0.0577942205779422,False,0.014801279887020402,AGREE
MB296B (PPL1-03),pulling_ratio,-1.0970842211969116,-1,0.0032408489512174,True,0.0034996500349965,True,0.0002588010837790999,AGREE
50742 (MB247-GAL4),pulling_ratio,0.1398458154866989,1,0.7861172144509285,False,0.7192280771922808,False,0.06688913725864776,AGREE
86707 (LH578),pulling_ratio,-0.4286599623575535,-1,0.2850532473785189,False,0.2201779822017798,False,0.06487526517673908,AGREE
MB310C,pulling_ratio,-0.2950572498887976,-1,0.3880161553545405,False,0.3833616638336166,False,0.004654491520923898,AGREE
KC-α/βc-GaL4,significant_ratio,0.0007541099025304,1,0.717111420509784,False,0.9983001699830018,False,0.2811887494732177,AGREE
72D07-GAL4,significant_ratio,1.33198583170272,1,0.0012424381210913,True,0.0003999600039996,True,0.0008424781170917,AGREE
KC-γmain-GaL4,significant_ratio,-0.6436300879861329,-1,0.084918404035906,False,0.0706929307069293,False,0.01422547332897671,AGREE
LC10-2,significant_ratio,0.5839756341725078,1,0.0636274841943397,False,0.0921907809219078,False,0.028563296727568105,AGREE
51983 (Mip-GAL4 1M),significant_ratio,0.3831370834151377,1,0.2190070213495822,False,0.3141685831416858,False,0.09516156179210358,AGREE
MB504B (All PPL1),significant_ratio,0.0665775258308541,1,1.0,False,0.8502149785021498,False,0.14978502149785022,AGREE
MB312B (PAM-07),significant_ratio,0.0139129304386819,1,0.972491943103078,False,0.9665033496650336,False,0.005988593438044365,AGREE
MB304B (PPL1-04),significant_ratio,-0.1007501038768776,-1,0.5808731876940629,False,0.7673232676732327,False,0.18645007997916974,AGREE
86615 (LH2201),significant_ratio,1.3843893812284382,1,0.0028179184084473,True,0.0013998600139986,True,0.0014180583944486999,AGREE
9998 (OR67d-GAL4),significant_ratio,-0.0781037798436796,-1,0.6015510514101661,False,0.8166183381661833,False,0.21506728675601727,AGREE
