Genotype,Metric,Cohen_d,Direction,MW_pval,MW_significant,Perm_pval,Perm_significant,pval_difference,Agreement
MB310C,flailing,-0.7006676802489001,-1,0.0622125461138161,False,0.0440955904409559,False,0.018116955672860202,AGREE
KC-α/βc-GaL4,fraction_not_facing_ball,0.7557184195342491,1,0.0144655150762159,False,0.0262973702629737,False,0.011831855186757799,AGREE
72D07-GAL4,fraction_not_facing_ball,0.1680162566854949,1,0.8819307212779461,False,0.8112188781121887,False,0.0707118431657574,AGREE
KC-γmain-GaL4,fraction_not_facing_ball,0.7787588575730755,1,0.0108087649031681,False,0.0302969703029697,False,0.019488205399801603,AGREE
LC10-2,fraction_not_facing_ball,0.4979455700427226,1,0.5404761916052745,False,0.1553844615538446,False,0.3850917300514299,AGREE
51983 (Mip-GAL4 1M),fraction_not_facing_ball,1.4562961568427852,1,7.552599947627726e-05,True,9.999000099990002e-05,True,2.4464001523622755e-05,AGREE
MB504B (All PPL1),fraction_not_facing_ball,0.9653174120465112,1,0.0019547034127444,True,0.0078992100789921,True,0.0059445066662477,AGREE
MB312B (PAM-07),fraction_not_facing_ball,0.5658219891177672,1,0.0274972060941667,False,0.1123887611238876,False,0.0848915550297209,AGREE
MB304B (PPL1-04),fraction_not_facing_ball,0.498564628572246,1,0.2856335270665699,False,0.1671832816718328,False,0.11845024539473711,AGREE
86615 (LH2201),fraction_not_facing_ball,0.0065734396943346,1,0.3714464519158764,False,0.9867013298670132,False,0.6152548779511369,AGREE
9998 (OR67d-GAL4),fraction_not_facing_ball,-0.2985198558327672,-1,0.9369558676699576,False,0.3787621237876212,False,0.5581937438823364,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,fraction_not_facing_ball,0.5362748543938834,1,0.2069483502971243,False,0.1658834116588341,False,0.041064938638290194,AGREE
854 (OK107-Gal4),fraction_not_facing_ball,-0.0293727865503207,-1,0.753865329868274,False,0.9315068493150684,False,0.1776415194467944,AGREE
41731 (IR8a-GAL4),fraction_not_facing_ball,2.7573863650397112,1,5.943713037534548e-05,True,9.999000099990002e-05,True,4.055287062455453e-05,AGREE
9943 (GR63a-GAL4),fraction_not_facing_ball,2.119925167126941,1,3.568427973393805e-06,True,9.999000099990002e-05,True,9.642157302650621e-05,AGREE
75823 (LH2446),fraction_not_facing_ball,0.9410179265880468,1,0.0182822447292018,True,0.0056994300569943,True,0.0125828146722075,AGREE
86685 (LH272),fraction_not_facing_ball,1.0111374946666578,1,0.0005661898180078,True,0.0023997600239976,True,0.0018335702059898,AGREE
LC16-1,fraction_not_facing_ball,0.770717582116929,1,0.0058528980912775,True,0.0191980801919808,False,0.013345182100703299,"DISAGREE: MW-yes, Perm-no"
86720 (LH18),fraction_not_facing_ball,0.3222866381998888,1,0.2548409558042956,False,0.5326467353264673,False,0.2778057795221717,AGREE
SS32219-Gal4 (LAL-2),fraction_not_facing_ball,0.9130868393585612,1,0.0034147911781178,True,0.0114988501149885,False,0.008084058936870699,"DISAGREE: MW-yes, Perm-no"
DDC-gal4,fraction_not_facing_ball,0.8726081323170285,1,0.0447915536441294,False,0.0141985801419858,True,0.0305929735021436,"DISAGREE: MW-no, Perm-yes"
MB434B,fraction_not_facing_ball,0.9977782978017384,1,0.0001574195193456,True,0.0014998500149985,True,0.0013424304956529,AGREE
MB418B ,fraction_not_facing_ball,0.9124679672278734,1,0.0095729177616046,True,0.010998900109989,True,0.0014259823483843987,AGREE
SS32230-Gal4 (LAL-1),fraction_not_facing_ball,0.6338513685262027,1,0.0038778575018652,True,0.0728927107289271,False,0.0690148532270619,"DISAGREE: MW-yes, Perm-no"
LC22,fraction_not_facing_ball,0.5675025986873183,1,0.0141049878701589,False,0.1196880311968803,False,0.1055830433267214,AGREE
75945 (LH1543),fraction_not_facing_ball,-0.5365293881112274,-1,0.5198375077168678,False,0.1124887511248875,False,0.4073487565919803,AGREE
MB296B (PPL1-03),fraction_not_facing_ball,0.2710133739353252,1,0.0720553814630121,False,0.4423557644235576,False,0.3703003829605455,AGREE
50742 (MB247-GAL4),fraction_not_facing_ball,-0.1615173410554362,-1,0.8749979379042403,False,0.6742325767423257,False,0.20076536116191457,AGREE
86707 (LH578),fraction_not_facing_ball,-0.08342888683117,-1,0.8301322406402155,False,0.8151184881511849,False,0.015013752489030585,AGREE
MB310C,fraction_not_facing_ball,-0.0009474127639382,-1,0.4187334731868158,False,0.9977002299770024,False,0.5789667567901866,AGREE
KC-α/βc-GaL4,head_pushing_ratio,-0.6820726251309728,-1,0.0533852329557731,False,0.0565943405659434,False,0.003209107610170306,AGREE
72D07-GAL4,head_pushing_ratio,-0.446208248137999,-1,0.4776401516883443,False,0.1967803219678032,False,0.2808598297205411,AGREE
KC-γmain-GaL4,head_pushing_ratio,0.5354299178899242,1,0.3861240729405323,False,0.1331866813318668,False,0.25293739160866546,AGREE
LC10-2,head_pushing_ratio,-0.9633998489018748,-1,0.0125826319062996,False,0.0076992300769923,True,0.0048834018293073,"DISAGREE: MW-no, Perm-yes"
51983 (Mip-GAL4 1M),head_pushing_ratio,0.0075295661673405,1,0.2115222418077434,False,0.9848015198480152,False,0.7732792780402719,AGREE
MB504B (All PPL1),head_pushing_ratio,-0.5281209341265759,-1,0.275460180899742,False,0.1616838316168383,False,0.1137763492829037,AGREE
MB312B (PAM-07),head_pushing_ratio,-0.2276321483341991,-1,0.8626835122001363,False,0.5635436456354365,False,0.2991398665646998,AGREE
MB304B (PPL1-04),head_pushing_ratio,-0.7379159117799255,-1,0.0190806522723124,False,0.0203979602039796,False,0.001317307931667202,AGREE
86615 (LH2201),head_pushing_ratio,-0.3853277791245607,-1,0.2582583817002237,False,0.3373662633736626,False,0.0791078816734389,AGREE
9998 (OR67d-GAL4),head_pushing_ratio,0.5882115302850763,1,0.0844528261486259,False,0.0880911908809119,False,0.0036383647322860008,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,head_pushing_ratio,-0.6122339221164457,-1,0.0795310582787434,False,0.1181881811818818,False,0.0386571229031384,AGREE
854 (OK107-Gal4),head_pushing_ratio,-0.3041292059454338,-1,0.7042548776756523,False,0.4263573642635736,False,0.2778975134120787,AGREE
41731 (IR8a-GAL4),head_pushing_ratio,0.7499778238893862,1,0.1716366320641735,False,0.1293870612938706,False,0.04224957077030292,AGREE
9943 (GR63a-GAL4),head_pushing_ratio,0.0647602343705935,1,0.7159570935963684,False,0.8469153084691531,False,0.1309582148727847,AGREE
75823 (LH2446),head_pushing_ratio,-1.2685065228497876,-1,0.0002626488892797,True,0.0002999700029997,True,3.732111371999999e-05,AGREE
86685 (LH272),head_pushing_ratio,-1.1448748219270766,-1,0.0002196406878668,True,0.0002999700029997,True,8.032931513289997e-05,AGREE
LC16-1,head_pushing_ratio,-1.1894763120668688,-1,0.0020142498068731,True,0.0011998800119988,True,0.0008143697948743002,AGREE
86720 (LH18),head_pushing_ratio,-1.1318212314414948,-1,0.0022498917126732,True,0.0026997300269973,True,0.0004498383143240999,AGREE
SS32219-Gal4 (LAL-2),head_pushing_ratio,-0.7802572922511168,-1,0.0272608800444153,False,0.0241975802419758,False,0.0030632998024394988,AGREE
DDC-gal4,head_pushing_ratio,-0.0053995002147298,-1,0.9567462256060444,False,0.9872012798720128,False,0.030455054265968395,AGREE
MB434B,head_pushing_ratio,-0.6032791190343193,-1,0.0620294584729691,False,0.084991500849915,False,0.0229620423769459,AGREE
MB418B ,head_pushing_ratio,-1.3304498960058555,-1,0.0003389636626032,True,0.0003999600039996,True,6.0996341396399984e-05,AGREE
SS32230-Gal4 (LAL-1),head_pushing_ratio,-0.5895354680569767,-1,0.1326247692817702,False,0.0897910208979102,False,0.04283374838385999,AGREE
LC22,head_pushing_ratio,-0.8803994378356007,-1,0.0354849009938093,False,0.0205979402059794,False,0.0148869607878299,AGREE
75945 (LH1543),head_pushing_ratio,-0.5589090158893522,-1,0.1364926910626134,False,0.108989101089891,False,0.02750358997272241,AGREE
MB296B (PPL1-03),head_pushing_ratio,-0.5705802582793912,-1,0.1164304809161201,False,0.1018898110188981,False,0.014540669897221997,AGREE
50742 (MB247-GAL4),head_pushing_ratio,1.0239558500579622,1,0.0259068941283867,False,0.0140985901409859,True,0.011808303987400801,"DISAGREE: MW-no, Perm-yes"
86707 (LH578),head_pushing_ratio,-0.2765208762201921,-1,0.4169004735773929,False,0.4208579142085791,False,0.003957440631186193,AGREE
MB310C,head_pushing_ratio,-0.6744058352905716,-1,0.1238989377257149,False,0.0500949905009499,False,0.073803947224765,AGREE
KC-α/βc-GaL4,interaction_persistence,0.6536252819762493,1,0.3705028575983408,False,0.0653934606539346,False,0.3051093969444062,AGREE
72D07-GAL4,interaction_persistence,0.3845721992318154,1,0.0020289622257754,True,0.0016998300169983,True,0.0003291322087771002,AGREE
KC-γmain-GaL4,interaction_persistence,-0.4315523657216706,-1,0.3705028575983408,False,0.2328767123287671,False,0.13762614526957367,AGREE
LC10-2,interaction_persistence,1.2040832359925877,1,0.0001796349295854,True,0.0003999600039996,True,0.0002203250744142,AGREE
51983 (Mip-GAL4 1M),interaction_persistence,0.5664794885970702,1,0.0540833260703632,False,0.1027897210278972,False,0.048706394957534,AGREE
MB504B (All PPL1),interaction_persistence,0.79092893621607,1,0.2248619998848329,False,0.0385961403859614,False,0.1862658594988715,AGREE
MB312B (PAM-07),interaction_persistence,0.4279161954540832,1,0.6543221444173015,False,0.2325767423257674,False,0.4217454020915341,AGREE
MB304B (PPL1-04),interaction_persistence,0.5812391127030612,1,0.2556902517234661,False,0.0944905509449055,False,0.1611997007785606,AGREE
86615 (LH2201),interaction_persistence,1.103386569423444,1,0.066568712763805,False,0.005999400059994,True,0.060569312703810996,"DISAGREE: MW-no, Perm-yes"
9998 (OR67d-GAL4),interaction_persistence,-0.5711408087044915,-1,0.1687352428555888,False,0.0890910908909109,False,0.0796441519646779,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,interaction_persistence,0.1296768394225127,1,0.387876626417958,False,0.7490250974902509,False,0.3611484710722929,AGREE
854 (OK107-Gal4),interaction_persistence,0.6415320902058392,1,0.000909914829599,True,0.0021997800219978,True,0.0012898651923987999,AGREE
41731 (IR8a-GAL4),interaction_persistence,0.535945709039784,1,0.0769265059882908,False,0.2828717128287171,False,0.20594520684042628,AGREE
9943 (GR63a-GAL4),interaction_persistence,0.9587868127130404,1,0.0010581352212983,True,0.0065993400659934,True,0.0055412048446951,AGREE
75823 (LH2446),interaction_persistence,1.0016388408846886,1,0.0001574195193456,True,0.0003999600039996,True,0.000242540484654,AGREE
86685 (LH272),interaction_persistence,0.9822542945365668,1,0.0001780584178334,True,0.0011998800119988,True,0.0010218215941653998,AGREE
LC16-1,interaction_persistence,0.7011419589427135,1,0.0152720981475369,False,0.0150984901509849,False,0.00017360799655199988,AGREE
86720 (LH18),interaction_persistence,0.4484387964371206,1,0.066985254231965,False,0.2006799320067993,False,0.1336946777748343,AGREE
SS32219-Gal4 (LAL-2),interaction_persistence,0.997652271732199,1,0.0019357430450861,True,0.0025997400259974,True,0.0006639969809113001,AGREE
DDC-gal4,interaction_persistence,0.4725423222607965,1,0.2399787212444524,False,0.1317868213178682,False,0.1081918999265842,AGREE
MB434B,interaction_persistence,0.7714846728238991,1,0.0237693593167926,False,0.0183981601839816,False,0.005371199132810998,AGREE
MB418B ,interaction_persistence,0.8378895667341337,1,3.4411437765983145e-05,True,0.0002999700029997,True,0.0002655585652337168,AGREE
SS32230-Gal4 (LAL-1),interaction_persistence,0.1750324185191447,1,0.4779486596694533,False,0.6119388061193881,False,0.1339901464499348,AGREE
LC22,interaction_persistence,-0.1633917733488815,-1,0.6778562784113425,False,0.6633336666333367,False,0.014522611778005845,AGREE
75945 (LH1543),interaction_persistence,0.9299361009328504,1,0.0058528980912775,False,0.0044995500449955,False,0.0013533480462819998,AGREE
MB296B (PPL1-03),interaction_persistence,0.9236280647957518,1,0.0007169756056114,True,0.0025997400259974,True,0.0018827644203860002,AGREE
50742 (MB247-GAL4),interaction_persistence,-0.5434342385192207,-1,0.0017853619479385,True,0.1812818718128187,False,0.17949650986488022,"DISAGREE: MW-yes, Perm-no"
86707 (LH578),interaction_persistence,0.5559803627023485,1,0.1331684615309528,False,0.1027897210278972,False,0.0303787405030556,AGREE
MB310C,interaction_persistence,0.538997287301833,1,0.2283270487982018,False,0.1256874312568743,False,0.1026396175413275,AGREE
KC-α/βc-GaL4,max_distance,0.4603743075847394,1,0.8094739516199263,False,0.2893710628937106,False,0.5201028887262157,AGREE
72D07-GAL4,max_distance,-0.0295857937673415,-1,0.7042746132087777,False,0.9012098790120988,False,0.1969352658033211,AGREE
KC-γmain-GaL4,max_distance,0.301085033460435,1,0.2280012254727419,False,0.4737526247375263,False,0.24575139926478437,AGREE
LC10-2,max_distance,0.6091039158792937,1,0.1607036266953643,False,0.0295970402959704,False,0.1311065863993939,AGREE
51983 (Mip-GAL4 1M),max_distance,-0.335990868803854,-1,0.1561416973013728,False,0.4264573542645735,False,0.2703156569632007,AGREE
MB504B (All PPL1),max_distance,0.0219066862088424,1,0.1804873305298383,False,0.9929007099290073,False,0.8124133793991689,AGREE
MB312B (PAM-07),max_distance,0.0549745977724485,1,0.3523838403888018,False,0.7902209779022098,False,0.437837137513408,AGREE
MB304B (PPL1-04),max_distance,-0.1073737305873346,-1,0.0457464980096626,False,0.7567243275672433,False,0.7109778295575807,AGREE
86615 (LH2201),max_distance,0.0480657738089259,1,0.0270429111175224,False,0.8903109689031097,False,0.8632680577855872,AGREE
9998 (OR67d-GAL4),max_distance,-0.4773371980988125,-1,0.0022647166599466,True,0.1655834416558344,False,0.16331872499588782,"DISAGREE: MW-yes, Perm-no"
MBON-08-GaL4  MBON-09-GaL4 ,max_distance,0.0641556962393945,1,0.2233302163926154,False,0.8727127287271272,False,0.6493825123345118,AGREE
854 (OK107-Gal4),max_distance,-1.1716502824205977,-1,0.0007169756056114,True,0.0015998400159984,True,0.000882864410387,AGREE
41731 (IR8a-GAL4),max_distance,-0.6857937878197883,-1,0.8204107105708937,False,0.0771922807719228,False,0.7432184297989708,AGREE
9943 (GR63a-GAL4),max_distance,-0.0167653386286916,-1,0.4017932346855225,False,0.8853114688531147,False,0.4835182341675922,AGREE
75823 (LH2446),max_distance,0.1856987951413345,1,0.0064710517400832,True,0.4963503649635036,False,0.4898793132234204,"DISAGREE: MW-yes, Perm-no"
86685 (LH272),max_distance,0.5003009172650025,1,0.9781728919500908,False,0.1394860513948605,False,0.8386868405552304,AGREE
LC16-1,max_distance,0.3890067607689602,1,0.8819307212779461,False,0.3905609439056094,False,0.4913697773723367,AGREE
86720 (LH18),max_distance,0.0467031464532611,1,0.066985254231965,False,0.8967103289671033,False,0.8297250747351383,AGREE
SS32219-Gal4 (LAL-2),max_distance,0.419307405541896,1,0.5128366746384507,False,0.3412658734126587,False,0.17157080122579205,AGREE
DDC-gal4,max_distance,-0.610354552794103,-1,0.1751579224726511,False,0.0842915708429157,False,0.0908663516297354,AGREE
MB434B,max_distance,0.3755709240007723,1,0.5198375077168678,False,0.4098590140985901,False,0.10997849361827766,AGREE
MB418B ,max_distance,0.1384900036370477,1,0.0182822447292018,True,0.5901409859014098,False,0.571858741172208,"DISAGREE: MW-yes, Perm-no"
SS32230-Gal4 (LAL-1),max_distance,0.1265847955956204,1,0.0071473256415001,True,0.5745425457454254,False,0.5673952201039253,"DISAGREE: MW-yes, Perm-no"
LC22,max_distance,0.1719188275912473,1,0.0173571814210878,False,0.5170482951704829,False,0.4996911137493951,AGREE
75945 (LH1543),max_distance,0.3365438869512545,1,0.2548409558042956,False,0.4694530546945305,False,0.21461209889023491,AGREE
MB296B (PPL1-03),max_distance,0.2660370494701783,1,0.141909061056916,False,0.4830516948305169,False,0.3411426337736009,AGREE
50742 (MB247-GAL4),max_distance,-0.3297262101006093,-1,0.0561032272553651,False,0.4451554844515548,False,0.3890522571961897,AGREE
86707 (LH578),max_distance,0.3110662454501056,1,0.192337845623254,False,0.4775522447755224,False,0.28521439915226837,AGREE
MB310C,max_distance,0.3279616470588862,1,0.3999976606662376,False,0.450954904509549,False,0.050957243843311406,AGREE
KC-α/βc-GaL4,max_event,0.5774632889331538,1,0.0911405608743827,False,0.1031896810318968,False,0.012049120157514095,AGREE
72D07-GAL4,max_event,-0.4837567109040716,-1,0.128287144661201,False,0.1592840715928407,False,0.03099692693163969,AGREE
KC-γmain-GaL4,max_event,-0.0341969317551332,-1,0.3340592805497843,False,0.9313068693130688,False,0.5972475887632845,AGREE
LC10-2,max_event,-0.9101459382422232,-1,0.0103368033524135,False,0.0028997100289971,True,0.0074370933234164,"DISAGREE: MW-no, Perm-yes"
51983 (Mip-GAL4 1M),max_event,0.8025889909897755,1,0.4455529844406068,False,0.0388961103889611,False,0.40665687405164574,AGREE
MB504B (All PPL1),max_event,0.2422177624468939,1,0.9165495809232456,False,0.5454454554544546,False,0.371104125468791,AGREE
MB312B (PAM-07),max_event,0.2773413408828687,1,0.4582873063167042,False,0.4264573542645735,False,0.03182995205213074,AGREE
MB304B (PPL1-04),max_event,0.2330461248381833,1,0.8765435524168537,False,0.5111488851114888,False,0.36539466730536485,AGREE
86615 (LH2201),max_event,-0.7820231872295201,-1,0.0360163614198962,False,0.0463953604639536,False,0.010378999044057403,AGREE
9998 (OR67d-GAL4),max_event,1.2238870529248969,1,0.0008403160836451,True,0.0010998900109989,True,0.0002595739273538,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,max_event,1.660204209676125,1,0.0008184019743696,True,0.0001999800019998,True,0.0006184219723698,AGREE
854 (OK107-Gal4),max_event,0.56683719910222,1,0.3138317420802352,False,0.1067893210678932,False,0.207042421012342,AGREE
41731 (IR8a-GAL4),max_event,1.5723916262879174,1,0.1170333082279719,False,0.0042995700429957,True,0.1127337381849762,"DISAGREE: MW-no, Perm-yes"
9943 (GR63a-GAL4),max_event,0.4589952737135087,1,0.0396443078774261,False,0.1825817418258174,False,0.1429374339483913,AGREE
75823 (LH2446),max_event,-0.5300844165670745,-1,0.1365202876455792,False,0.1312868713128687,False,0.005233416332710489,AGREE
86685 (LH272),max_event,-0.5808828754795994,-1,0.0792498976905883,False,0.0783921607839216,False,0.0008577369066666979,AGREE
LC16-1,max_event,0.126843514089483,1,0.5847501315967896,False,0.879012098790121,False,0.2942619671933314,AGREE
86720 (LH18),max_event,0.573725374865274,1,0.0984909337502919,False,0.1037896210378962,False,0.005298687287604298,AGREE
SS32219-Gal4 (LAL-2),max_event,-0.4325794383348747,-1,0.4469947975785759,False,0.2356764323567643,False,0.2113183652218116,AGREE
DDC-gal4,max_event,0.6275493310893657,1,0.2545526129011255,False,0.0766923307669233,False,0.1778602821342022,AGREE
MB434B,max_event,-0.7882248981398361,-1,0.0368817714201515,False,0.0177982201779822,False,0.0190835512421693,AGREE
MB418B ,max_event,-0.7361813037126776,-1,0.0205122781592115,True,0.0327967203279672,False,0.012284442168755703,"DISAGREE: MW-yes, Perm-no"
SS32230-Gal4 (LAL-1),max_event,-0.125970646172632,-1,0.7534472965804098,False,0.7219278072192781,False,0.03151948936113169,AGREE
LC22,max_event,-0.0993709660135209,-1,0.8347790729253783,False,0.7878212178782121,False,0.04695785504716621,AGREE
75945 (LH1543),max_event,-0.211598149531373,-1,0.3292486365555327,False,0.5528447155284472,False,0.22359607897291445,AGREE
MB296B (PPL1-03),max_event,-0.2661022600844983,-1,0.5854895976440244,False,0.4497550244975502,False,0.1357345731464742,AGREE
50742 (MB247-GAL4),max_event,1.668273453051602,1,0.0002482532719663,True,0.0002999700029997,True,5.1716731033399983e-05,AGREE
86707 (LH578),max_event,0.3638804035161684,1,0.5408746420505615,False,0.3100689931006899,False,0.23080564894987154,AGREE
MB310C,max_event,0.6194307824436212,1,0.0597189047396706,False,0.0655934406559344,False,0.005874535916263808,AGREE
KC-α/βc-GaL4,max_event_time,0.5005471907540577,1,0.168283181554531,False,0.1494850514948505,False,0.018798130059680507,AGREE
72D07-GAL4,max_event_time,-0.3851649708207376,-1,0.3302327929924233,False,0.2684731526847315,False,0.06175964030769182,AGREE
KC-γmain-GaL4,max_event_time,0.3507342791308753,1,0.3178613394227999,False,0.312968703129687,False,0.004892636293112929,AGREE
LC10-2,max_event_time,-0.5289256152573744,-1,0.0535093109762092,False,0.1282871712828717,False,0.0747778603066625,AGREE
51983 (Mip-GAL4 1M),max_event_time,-0.1858544656651678,-1,0.6263761011321025,False,0.6196380361963804,False,0.0067380649357221545,AGREE
MB504B (All PPL1),max_event_time,1.327463056277598,1,0.0025840107381011,True,0.0018998100189981,True,0.0006842007191030001,AGREE
MB312B (PAM-07),max_event_time,1.342582254205399,1,0.0009444269168577,True,0.0002999700029997,True,0.000644456913858,AGREE
MB304B (PPL1-04),max_event_time,0.174772288748613,1,0.8632664146869172,False,0.6211378862113789,False,0.24212852847553834,AGREE
86615 (LH2201),max_event_time,0.1755905484448924,1,0.8140520316161131,False,0.6435356464353564,False,0.17051638518075662,AGREE
9998 (OR67d-GAL4),max_event_time,0.0365261658766214,1,0.911826411753384,False,0.9089091090890912,False,0.002917302664292798,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,max_event_time,0.8080946279392809,1,0.0540778611243302,False,0.0425957404259574,False,0.011482120698372796,AGREE
854 (OK107-Gal4),max_event_time,-0.3181681149670384,-1,0.6559104900442466,False,0.3521647835216478,False,0.3037457065225988,AGREE
41731 (IR8a-GAL4),max_event_time,0.212721612891008,1,0.5365835537460252,False,0.6617338266173383,False,0.12515027287131308,AGREE
9943 (GR63a-GAL4),max_event_time,-0.5187957463605577,-1,0.2000660905631678,False,0.1285871412858714,False,0.0714789492772964,AGREE
75823 (LH2446),max_event_time,-0.4803198849811306,-1,0.1169433144977557,False,0.1664833516648335,False,0.04954003716707779,AGREE
86685 (LH272),max_event_time,-0.4002979660381734,-1,0.1323806517131996,False,0.208979102089791,False,0.07659845037659141,AGREE
LC16-1,max_event_time,-0.2573246632837495,-1,0.192337845623254,False,0.4551544845515448,False,0.26281663892829077,AGREE
86720 (LH18),max_event_time,0.5914931680812076,1,0.1248504850671967,False,0.0932906709329067,False,0.03155981413429,AGREE
SS32219-Gal4 (LAL-2),max_event_time,-0.3102235167935769,-1,0.5581846494226572,False,0.3762623737626237,False,0.1819222756600335,AGREE
DDC-gal4,max_event_time,-0.7623473259945668,-1,0.0626050030731385,False,0.0395960403959604,False,0.0230089626771781,AGREE
MB434B,max_event_time,-0.3147314468693781,-1,0.3468892911616084,False,0.3600639936006399,False,0.013174702439031516,AGREE
MB418B ,max_event_time,-0.517386254180142,-1,0.1248504850671967,False,0.1365863413658634,False,0.011735856298666691,AGREE
SS32230-Gal4 (LAL-1),max_event_time,-0.0587088540335791,-1,0.753865329868274,False,0.8656134386561344,False,0.11174810878786035,AGREE
LC22,max_event_time,0.1829626972055023,1,0.4277675351083103,False,0.6096390360963904,False,0.18187150098808008,AGREE
75945 (LH1543),max_event_time,-0.0489475655595724,-1,0.9342393414808572,False,0.8817118288171183,False,0.052527512663738896,AGREE
MB296B (PPL1-03),max_event_time,0.3544355053233514,1,0.2158330950683832,False,0.2977702229777022,False,0.08193712790931904,AGREE
50742 (MB247-GAL4),max_event_time,0.1812208311021452,1,0.5439970047870248,False,0.6318368163183682,False,0.08783981153134335,AGREE
86707 (LH578),max_event_time,0.2742536358371648,1,0.3817750795788452,False,0.4291570842915708,False,0.04738200471272558,AGREE
MB310C,max_event_time,0.272814861930469,1,0.6559104900442466,False,0.4337566243375662,False,0.22215386570668044,AGREE
KC-α/βc-GaL4,nb_events,-0.1428234545124757,-1,0.8362744674315843,False,0.6816318368163183,False,0.15464263061526595,AGREE
72D07-GAL4,nb_events,-0.5512900262486977,-1,0.2038391869936623,False,0.1135886411358864,False,0.0902505458577759,AGREE
KC-γmain-GaL4,nb_events,0.068984937574488,1,0.8632664146869172,False,0.8333166683331666,False,0.029949746353750584,AGREE
LC10-2,nb_events,0.060733179460077,1,0.8559539033635253,False,0.8571142885711429,False,0.0011603852076176313,AGREE
51983 (Mip-GAL4 1M),nb_events,1.0366156095890957,1,0.0092276566786139,False,0.0108989101089891,True,0.0016712534303752,"DISAGREE: MW-no, Perm-yes"
MB504B (All PPL1),nb_events,-0.7879294081567615,-1,0.07191982029621,False,0.0407959204079592,False,0.031123899888250796,AGREE
MB312B (PAM-07),nb_events,-0.4293341037555226,-1,0.1905837380284407,False,0.2203779622037796,False,0.02979422417533889,AGREE
MB304B (PPL1-04),nb_events,-0.2109473122063254,-1,0.4909046772325092,False,0.5328467153284672,False,0.04194203809595798,AGREE
86615 (LH2201),nb_events,-0.4843743676742732,-1,0.3232271059957418,False,0.2202779722027797,False,0.10294913379296208,AGREE
9998 (OR67d-GAL4),nb_events,0.864502098517467,1,0.0236875264720146,True,0.014998500149985,True,0.008689026322029602,AGREE
MBON-08-GaL4  MBON-09-GaL4 ,nb_events,0.9658712033528573,1,0.048781882678443,False,0.0164983501649835,True,0.0322835325134595,"DISAGREE: MW-no, Perm-yes"
854 (OK107-Gal4),nb_events,0.5788778638797046,1,0.1248240739751323,False,0.090990900909909,False,0.03383317306522331,AGREE
41731 (IR8a-GAL4),nb_events,1.5263979425418086,1,0.0025112187583583,True,0.0032996700329967,True,0.0007884512746384,AGREE
9943 (GR63a-GAL4),nb_events,0.7920532625278416,1,0.0353813352666331,False,0.0245975402459754,False,0.010783795020657697,AGREE
75823 (LH2446),nb_events,-0.6804241225020948,-1,0.0720553814630121,False,0.0544945505449455,False,0.0175608309180666,AGREE
86685 (LH272),nb_events,0.0675335145572435,1,0.7016938838201836,False,0.8295170482951705,False,0.12782316447498687,AGREE
LC16-1,nb_events,0.4121256757604131,1,0.2413277275159367,False,0.2403759624037596,False,0.0009517651121770943,AGREE
86720 (LH18),nb_events,0.304192886623308,1,0.3302327929924233,False,0.3792620737926207,False,0.04902928080019742,AGREE
SS32219-Gal4 (LAL-2),nb_events,-0.1437473422627798,-1,0.8094739516199263,False,0.6703329667033296,False,0.13914098491659666,AGREE
DDC-gal4,nb_events,1.4861508846483782,1,0.0003213768334752,True,0.0006999300069993,True,0.0003785531735241,AGREE
MB434B,nb_events,-0.7009821642749745,-1,0.0720553814630121,False,0.046995300469953,False,0.025060080993059106,AGREE
MB418B ,nb_events,-1.157676620825211,-1,0.0038778575018652,True,0.0023997600239976,True,0.0014780974778676004,AGREE
SS32230-Gal4 (LAL-1),nb_events,0.2102208515318181,1,0.4577174344274461,False,0.5469453054694531,False,0.08922787104200697,AGREE
LC22,nb_events,-0.2914398926062763,-1,0.5970285369666561,False,0.411958804119588,False,0.18506973284706812,AGREE
75945 (LH1543),nb_events,-0.0355803181320078,-1,1.0,False,0.917908209179082,False,0.082091790820918,AGREE
MB296B (PPL1-03),nb_events,-1.028932714373889,-1,0.0105312077301492,True,0.0041995800419958,True,0.006331627688153401,AGREE
50742 (MB247-GAL4),nb_events,1.6362654537438168,1,0.0009545895802604,True,0.0004999500049995,True,0.00045463957526089996,AGREE
86707 (LH578),nb_events,0.3847059369298379,1,0.3468892911616084,False,0.2642735726427357,False,0.08261571851887267,AGREE
MB310C,nb_events,0.7174837474218789,1,0.0535093109762092,False,0.0406959304069593,False,0.012813380569249903,AGREE
KC-α/βc-GaL4,nb_events,-0.1428234545124757,-1,0.8362744674315843,False,0.6816318368163183,False,0.15464263061526595,AGREE
72D07-GAL4,nb_events,-0.5512900262486977,-1,0.2038391869936623,False,0.1135886411358864,False,0.0902505458577759,AGREE
KC-γmain-GaL4,nb_events,0.068984937574488,1,0.8632664146869172,False,0.8333166683331666,False,0.029949746353750584,AGREE
LC10-2,nb_events,0.060733179460077,1,0.8559539033635253,False,0.8571142885711429,False,0.0011603852076176313,AGREE
