FPCA1,FPCA2,FPCA3,FPCA4,FPCA5,FPCA6,FPCA7,FPCA8,FPCA9,FPCA10
-64753.811446145744,-28564.012699744133,-11458.951458237745,-2022.5404125955404,-2443.0184811107506,-4639.946560449306,1412.8644093609314,-451.220274630346,922.4739391054787,282.76195038038213
-77711.82642897678,-25309.328783286375,-15382.898409785066,-2933.538797233226,-1436.1825191844187,803.6375408623354,211.91365915620304,651.5478761963358,387.3674354026921,602.7075368472458
-70732.88042427268,-20738.881166338633,-7018.722694797772,3196.337050842284,6269.363934168512,-5623.83000844238,5734.699438764098,812.0629817783583,821.7711723510126,314.50472594534455
-74105.02432455764,-21630.009908181015,-8128.094606429759,2394.5825767131028,9341.998849779411,-8403.940992884274,6015.515006852282,1698.4162232146466,196.44493783386594,-27.14949510356951
-67781.55116083926,-15635.129702508691,-5155.629242243878,718.1497212445756,1705.4542930368257,1022.0850538991634,-3994.083970870489,-519.6744408194696,-702.4868514200955,-286.49483552006393
-82822.66316276994,-29173.367630530392,-22740.80154944003,-10224.204667463388,-9623.602696188414,6227.626370606314,-4996.989212354836,-670.9964419124545,-123.99226729870885,263.6893910721029
-54154.581794509875,-21513.86962328052,-28020.151357101786,-15228.26138570523,-7671.367698881396,7079.121855175011,-8774.475910365476,-5646.226556619155,-3874.3496056187482,-1762.1370125134686
-74563.27381501775,-30425.61738912142,-19166.6593602255,-5364.5201128428735,-7548.5724121884305,3006.8944510932283,-754.6579997002694,-1079.974727202352,529.0341167586412,634.207623819488
55622.430534827894,40685.55610698263,-30529.15490096022,14884.963038760874,9586.819039134403,15836.971346633669,2711.833998870817,9553.33093307682,-6526.863873340087,-6873.118948323673
127711.41248817026,-59477.89679953783,17377.823243519477,-13566.942580087234,8635.61493367461,6670.244538342054,3137.415988828424,-3632.808244971928,1814.9370560284688,-1758.487487587323
-24950.10407283123,19702.249913314034,4715.255980002168,-2813.5179652970237,5694.930578604399,-8097.959273108424,8357.286585302612,4105.288291084183,4248.699726952046,2687.280779528331
-10317.620308257228,38594.731828223936,18343.291939996005,-7428.615664958125,-7566.831430260526,899.712785655601,2483.390236944535,938.2841514023963,-201.47718200831548,462.5357190465307
47287.94956906658,48897.66479358843,-11938.12356388947,-10358.58501329885,6522.358112412693,-7215.520325679243,-7631.908245733138,6337.89157274198,1047.519687856717,5192.474057501643
121992.86610610451,-55278.73962642805,13087.171617530228,-7848.768784902659,2369.502304113855,-145.07971759146776,-1388.3980014405115,3161.0167311284977,-3809.611837206137,6355.754873923355
50616.32728287623,44595.58722865488,-25386.78553811908,858.0177546877312,12654.498268032217,5565.396572225687,-6063.104587028298,11218.682642433621,3869.1963736203024,-6020.698268515589
66633.00680493689,21473.70896043255,-15422.277774129021,-214.98893216609005,6996.675741342854,354.9479768246223,-6303.22130098779,12557.332815540869,-3151.436768544942,-3340.8205000281137
-65848.54086721831,-19794.07678669773,-3505.025341834473,2768.563710200288,5609.732919236829,-2311.767804768174,1219.9709084571195,1114.127955764897,940.652404447034,844.8560756222071
120654.09718458544,-53667.52104666522,12216.011701093701,-6505.4798424407645,1239.1157870025652,-1125.4593518959714,-1572.4972256844471,2703.597242438637,-2614.1389387488566,2092.6903820919783
79985.54437930229,19178.811653064946,-31248.409093464034,28168.97210148843,-6936.8814794443915,8892.098566131128,7939.9827825841985,-4793.397407963864,-7088.917053367896,6014.610425177966
129623.92019103393,-56852.546259572475,15768.31872833756,-9687.826209901117,5272.848571469575,2372.43044000641,897.7122890439202,-276.4425978881244,-523.7814935408303,364.2966071222935
-59047.99096570111,-9439.19701295131,6703.708020982632,5533.950668911942,3553.082514094378,215.34344870317187,-2697.9614370727327,-1317.494448446482,-634.8732970829326,-210.5584001504938
-47760.02390502672,-1886.5621804137418,22894.912871599074,8445.993225157568,3960.2841321789556,3885.464618722311,-12016.78540596862,-515.1747981139374,-3510.8694723959748,951.327732511341
-76231.82097406454,-29652.71234003625,-20719.202734089275,-9704.055207061981,-8300.613780997675,5065.005277800692,-3512.093166671029,-864.023782721492,-252.71404358988107,-84.12352389139275
-42318.01788361121,5946.733858484757,3886.2596864034626,-2927.212626163464,-448.19013899907554,-2833.3261929751043,-257.67501648751465,-3079.150725534441,-2592.842270411485,-1102.831831926729
-52221.596300780024,-924.195550074869,18460.4838130359,13276.672973780253,6686.882119315057,-519.8933290829059,-3138.528999577263,-2229.1215049647526,-461.5244918446469,-46.77037821174529
75991.92013844258,-45002.88636189558,12815.377022202669,-3138.9270927567018,7328.348822362139,-2174.415304495184,1809.0397286681236,1689.288471943511,-1888.7313586916139,3589.894161079085
125519.00541806532,-57246.16482609405,15859.473338521733,-12090.006247309007,7778.496137858243,6447.096755360469,3258.5270070691217,-4078.0008939619897,2107.858672625737,-1681.1376364872633
129825.32794352558,-59848.65810811476,17735.788165738104,-13599.915839751628,8821.750804557558,6677.063112406745,3222.870345190826,-3661.7389844619497,1844.1699417397874,-1776.5589010798662
33945.00831669873,49938.0759311576,-14823.245979693489,-14514.505498955057,8806.633716026074,-6937.550650818894,-7249.085502535927,-2015.778699896139,5464.485611158565,2022.6934243760359
100724.6670813321,-23932.16710285868,-4652.217216452062,10664.981800817894,-3720.0404919809816,2193.2574306398556,5204.937226915741,-9326.716295392167,5091.862771538057,121.57095342039749
-69378.20812136955,-22682.859898099246,-6614.902339551476,3536.496870866305,7018.355038625229,-6647.217147585311,6675.503723099183,278.3039806790248,286.7763895971302,1174.3555621847274
-62060.349795798145,-36561.90380122027,-20647.083166495937,-10356.769309247906,-8890.553023710772,6822.834163741077,-3985.2258499606937,-1539.8955587773726,1066.4435261447982,-589.4017769003534
-63203.814524109664,-19286.593532284114,-5935.34411635164,525.9181751113214,3387.1382354585453,-3632.68660559562,1404.8006172309993,-848.5393191925874,498.29311127943595,-515.733436497551
33947.628903592355,51181.64328487165,-17562.430290045362,-13746.915349959503,11371.782839810483,-5368.155480998565,-9558.970816654513,2242.119480663807,6991.193217200785,4458.042335262343
48960.48426013942,26077.922656398747,-24174.092425770785,20315.008171350986,-1873.701151718895,6797.297748946861,11482.74315948362,-7019.32966637434,-6663.176887820165,6133.070745898945
-67287.29269028454,-22736.165947655012,-8163.627228856735,68.49191263855272,2934.508943212968,-1955.3035572805854,1749.435879187428,2519.736219722156,1835.1645982888833,239.96889556186716
-62645.428302506094,-22758.34141203726,-4003.476913207903,3342.2487510269625,9176.458011448798,-9446.911568628007,5796.786799184654,2130.788267601759,-197.91748888907472,-424.01364114546396
19563.56026646971,54957.0812705546,-249.8225404510854,-21731.729392564273,-1588.0752160318857,-12991.758498032119,715.2436598015603,-9419.905589788168,-7503.069328435699,-3133.9208484262595
-69666.27158785662,-15681.608506636541,981.986210152319,8578.51615763498,13489.197068696885,-10744.559113853293,9023.098236512024,1915.3438759649896,768.6696562465742,423.38584910968365
36586.721638259995,48537.973402920405,-24264.82028611626,-7593.7745917261545,14085.418019416673,1584.1591631881713,-9350.362095938483,6678.371060542299,8757.428590522293,2652.999881165406
63771.864089927774,20935.804022234555,-11596.274631112768,-1372.6566514031929,393.09434440572,-6587.574534512541,-3690.3197290641324,-2672.905328168118,2640.016470174907,3063.497974857956
133590.634348328,-60696.35270390109,18718.125765560682,-14403.922682198472,9878.132088843739,7455.281574153152,3620.352893537846,-3642.425963910875,1223.2445539965938,-259.68776306866107
7005.118789100909,49327.750875544116,11909.536903266498,-17704.22850920067,-8666.856947428501,-7947.782015847077,4380.986640851613,-5824.186995846214,-6353.962121749006,-2911.2755941327546
-74060.62745551432,-24326.973410001396,-11532.30333328213,-1953.93062475448,642.8893790214793,-1277.700521088049,1536.011575554233,385.1274729335451,177.2551184280148,80.22106450448204
-70091.12255505843,-20107.236941695952,-2918.490783171592,5747.372834765682,13187.425066152397,-10317.175479739604,10070.447687683909,2186.8547265926004,139.89818100769233,435.7365452268315
-49869.16237509062,6734.7061179901875,26435.01075403993,13496.935302923715,2184.7720929016527,7483.958040631518,-14427.1163788151,-4926.344916410284,-2046.4347245595827,-570.679390899279
-28353.882663573895,27423.76299948945,33485.9514808775,2903.8059095584317,-11243.672428418377,8442.112895318382,-507.39853248492415,3204.0870556629416,1923.1207746914215,863.8169517941369
-25073.705989749287,28012.244227958352,28385.3294775893,1330.4206883477673,-8461.162916924215,7931.29381666361,-1512.313309558568,633.4864151065183,657.3943501654614,485.86654772780065
-45529.69770030226,4312.083656560107,22349.180046778896,11565.51280449363,6166.42794298706,376.1824411788453,-1644.9206333798754,-1302.6922886489929,1090.3582223039286,237.9082214251024
-39118.310220481806,17487.354392126043,27421.938805654067,8442.219362252088,-561.2123558678709,1996.4605546983362,563.4642531772281,2401.2578944399243,2238.8561749638834,978.6764815543478
129893.86520449299,-53300.40767012829,8366.063020419611,488.92543096350664,-5572.743454161842,-9054.437712258316,-7087.979504485893,10210.05194962767,-8994.850171554683,10048.512527888812
30008.602325322412,-37359.78701739232,4701.742584264204,-4071.804182962283,11125.483221944329,-288.46003069334586,5746.46171906399,-1425.6242169759485,1730.8835374954313,-867.6797423255118
-7927.543107882613,21342.066937906806,6897.53651361087,-1932.0955482029076,6456.577635406793,-8388.551655238683,-3646.8613000068863,-8046.759933900106,-4620.864603163686,-564.3749944529485
104816.75988323578,-13397.801846304428,-4039.245028069178,-3616.232520258625,12386.49747417299,11912.644497757312,1763.3045932601278,3671.0659946472088,1603.1805992401191,-7855.877080140762
28324.298474423234,51237.706141451665,-6113.576926643829,-15058.927371907132,6629.159937408829,-5655.143654876199,-5201.909676600702,674.3259792358328,6780.582826547273,4777.130538933204
-67348.90120453353,-17720.884060027987,-3736.1814961870405,1058.4444057558442,-61.084371444370376,1730.0008876040845,-3588.8320799186913,-1473.2613634701659,-365.3718951479178,-376.97067028537316
-301.3894789129569,24076.350963572917,8640.824285546654,8130.8084219201955,1111.1321589639454,7507.066558311579,-4591.601045145625,2452.947176323504,2274.622312576547,-7233.006483142514
-51642.880364790835,2111.613365078554,19033.86997782867,10580.560383618846,3002.2499337585386,5198.126039445687,-12773.287500367125,-4821.83541737265,-2257.066604263149,-738.3400472063189
-55242.261908169494,-7057.421898181742,12704.466797202935,13315.418593588536,11849.613525916493,-5378.20548631057,255.15574119535137,-2134.6672262797706,-114.51232651021118,506.1519034845066
-63149.38582653525,-9481.488700066144,8312.756199883737,11171.853735726458,13469.682564766485,-8022.020514581459,5626.689116206699,1168.7828567644433,307.01123541732676,507.8354872469948
-73048.90931507606,-26224.862482487013,-14303.95279371464,-3386.202323631905,-861.3692366069391,1078.8729234025807,439.3532604557712,595.1505160350367,71.95893982866738,-806.0356589150915
-77754.85091515329,-30243.620390954005,-18555.04639494455,-6985.979889223376,-7030.27197750697,1974.1139119811635,-2181.3746281135914,-1034.3231280155567,1200.7412674983523,-59.22809882637138
-65152.65135730569,-36289.46682709752,-25054.541794276247,-11424.868222281519,-10738.663771986905,1317.0982949418162,-4651.57793920552,-5642.052504021161,-505.17082943280747,1339.1495892855864
-54952.89966229652,1512.614296658491,18812.461609199945,12682.830056014436,8195.911380056856,-1206.08672954553,-2643.084596406414,-735.1097666655342,166.10622674556782,281.2592106810023
-49387.09903349768,-5722.649387088634,97.25253083245785,6834.204824225687,-508.65567221473447,11042.920499254826,-16017.688473786258,-2310.8924944391993,1094.169397291977,5447.452686127456
-79585.74279793016,-29843.295290703754,-22431.05026640919,-10774.8755269689,-10415.12481845447,6461.4568218605955,-4659.55339157896,-853.3537836862472,-252.62022569863456,-18.849611861534537
115909.05447743714,-59567.48516022155,15966.364976076775,-15494.820624951717,8791.340560449476,8270.375529937444,3044.589866256607,-3915.872850725727,1537.6586428526282,-957.175811735151
-78814.17813806105,-29227.67300537556,-21820.954907899722,-10176.30282355452,-10161.02809924462,5731.6845503947225,-4245.24983497708,-1076.059404195333,12.05730007530971,-3.4040710472946483
-44429.980991628174,1695.915154080042,22483.040908664305,7897.384489448879,7968.774724262474,-1069.0398734713851,-607.4006957036316,-1586.0214673338826,-1785.6354487215026,356.4714967424569
28671.36477139132,24401.7438805611,-20026.158085586194,17392.102868549402,8927.236907379975,11844.846253105758,1813.0486052362053,934.996756880066,-7377.3178553344005,734.1298891980701
-53742.12963561019,189.8785235946017,20537.554063205644,14005.0702356754,14353.813833763736,-4507.295693605008,-2115.579990076254,-1892.1531502194414,-1229.1471547487424,44.76008223118336
66417.83200433658,29117.047580309998,-27809.629097258214,21975.422821938795,-2354.458085228819,6040.87687066245,4300.329055062674,-3674.5234152981616,3127.296540767029,-5164.035794136322
-70895.56506411286,-15019.860951726454,663.6090124091254,7456.712872410293,13035.512049800549,-11575.77168715012,12217.260270001158,3160.9873108491206,1554.6404296502055,318.7685520204663
-64158.384790782526,-10974.848119959086,5394.012413462655,5757.570041665411,2063.553725791688,1270.7843254364411,-4962.738944270045,-2193.074330664436,-506.4578851535386,-440.3934489872312
-63971.86753818781,-12343.52675710198,5008.40684458403,9938.205915829034,13680.203534853941,-9073.763074353617,5680.172658209751,302.0983306960749,161.51591730383842,181.19458671866525
-4865.3616231369415,29495.727097037696,16390.551703262827,-834.967327523321,-10745.864948643914,2303.1904721180613,5971.161014110256,1874.0539322111388,1268.2611654010211,-260.42760668543
-51552.21766273814,-16734.50557382071,151.48680675209465,3471.102349439416,8266.251839848486,-13543.104841802822,9959.45408803314,76.18088570513181,2321.919937614633,827.4638985985468
-76910.54213322247,-30319.816358793287,-23623.371666384744,-10170.378717273345,-7746.257978969597,5898.512379414771,-5693.770501048492,648.4877134604178,1049.6333662574239,1000.828037693451
-48615.014599107744,-3703.2169057097035,8195.609431745874,3678.5933911075294,3945.6932747442347,1456.321556899377,-8049.190783927685,-5153.786950132171,-3257.1624474248506,-1375.156956430059
-34392.526849140726,18596.914614182355,15832.600262658327,-1396.305801428248,-3421.0871888705815,-842.4533180224983,1556.8623577748901,-688.7242979403356,-1299.7992651941863,-580.8379490900708
1835.229389432104,-44664.21146716464,9772.72299432921,24842.91362020294,6965.722167999973,-10662.216229753665,-13119.000515778867,12600.564469870733,-1718.3009360999133,-676.6541281259549
95607.42688753246,-12194.724875774687,-15323.458220675677,32133.506650990817,-19619.509729224857,-17383.41931467049,1682.8476109748801,-7615.839940095435,11134.65554430669,-4567.401528882001
-41779.885234372385,5347.85262813075,15772.018134601116,6996.378062910599,2960.535373074558,-5190.670556080492,6845.8275381974445,2899.8138390709505,-406.7394397891554,-1301.6072579173003
-64395.845328769516,-25887.171122510583,-5902.155210468546,4096.879906093202,8513.078766087085,-8930.951793573986,5326.029888467075,3645.5567560373242,2337.8247416562444,-423.62993156046457
-55863.83902671553,-15576.19892061985,12525.31118640906,12593.324601337124,15355.635526021197,-10230.93473546411,6577.945256898744,2924.268702939401,-836.5117720637037,-24.963417291227525
35525.9939912273,60522.45879674443,-8596.464083782874,-27163.373520392055,1032.0165527242395,-15405.479650072755,-3018.1949222533785,-12670.309173256494,-9077.679025683692,-3754.7320715901133
-61528.34373898358,-10854.405986155094,9621.164448699003,10309.872014855682,11730.340113411266,-7416.382548599015,3393.058033073117,1652.0974927955624,-342.1006608274337,-153.20917269452616
-68233.36983281001,-21923.3321385629,-8799.443345865404,-3247.1894408180906,-3995.3303014185744,4740.813686379601,-5403.162408453423,-1464.9379131800474,-198.93918832151462,442.3162876566791
-76041.58187824186,-31834.95190258213,-22392.060338204894,-10173.139977132263,-9686.347104955268,7160.406228636963,-3544.3866595875975,-2351.079358598041,-1237.605526453015,675.4474994015961
14896.006803957425,37444.03722871774,-132.5485875916182,-1077.1988469406506,6390.097122354599,4591.011051872363,-3095.152547201469,2361.8835417989726,-392.9550234637639,-4391.265752826379
-58656.183947742815,-11273.619667605615,8631.997704492866,7769.4208186612095,6566.8314408128845,-117.29765080307988,-2756.3472738711566,-1275.3534660877635,114.01370102415468,-652.8716982819274
-76170.5767849123,-22006.755396172928,-9110.83431386617,1441.5288531470126,5650.161778272662,-5719.861923380541,5398.814476955849,1415.8514340293195,344.66886643635263,-519.2493774919591
66056.62084343776,43447.88927394794,-38739.882835494005,19242.501966714437,9854.34885987627,20363.37063514109,3426.94127240868,7861.616540133654,-8649.077040306927,-3723.826743587053
-59789.42697969107,-5169.138008790206,12066.450092021038,8827.515176362409,2987.3169677179512,3149.7458136004566,-7869.825140283622,-3196.1697874269653,-912.9225319831602,-816.7239249628559
