Nickname,Control,MannWhitney_any_dim_significant,MannWhitney_significant_dims,Permutation_stat,Permutation_pval,Mahalanobis_stat,Mahalanobis_pval,Permutation_FDR_significant,Permutation_FDR_pval,Mahalanobis_FDR_significant,Mahalanobis_FDR_pval
86669 (LH567),Empty-Split,False,[],17224.70007547862,0.6173826173826173,0.7860264934507755,0.14085914085914086,False,0.760343315221364,False,0.35023116418465255
86661 (LH1554),Empty-Split,False,[],3110.780993821455,0.9920079920079921,0.13814201611983487,0.975024975024975,False,0.9920079920079921,False,0.9799000999000999
VT43924 (MB-APL),Empty-Split,True,['FPCA1'],81395.65474933104,0.007992007992007992,1.0348981298121473,0.022977022977022976,False,0.31032603759876487,False,0.24095904095904097
GMR86D09-GAL4,Empty-Split,False,[],16716.268961456713,0.6623376623376623,0.6360497496174783,0.32667332667332666,False,0.7913151936820576,False,0.5105592082336269
LC10-2,Empty-Split,False,[],41507.91116001918,0.059940059940059943,0.8255640646168254,0.1038961038961039,False,0.37864992150706434,False,0.3465405562179756
LC10-1,Empty-Split,False,[],12263.30957615123,0.8101898101898102,0.28985531428707184,0.8801198801198801,False,0.8909778745844319,False,0.9072004918158764
LC9,Empty-Split,False,[],16692.00065062669,0.6363636363636364,0.5525652031094431,0.44255744255744256,False,0.7705366922234392,False,0.581398993163699
LC11,Empty-Split,False,[],9244.8770364124,0.8971028971028971,0.30819102804528803,0.8531468531468531,False,0.9490404332509595,False,0.9072004918158764
LC4,Empty-Split,True,"['FPCA2', 'FPCA3']",47893.5007654667,0.04395604395604396,1.1748543192733074,0.005994005994005994,False,0.37864992150706434,False,0.17211360068502926
LC6,Empty-Split,False,[],32708.679328937207,0.14485514485514486,0.8214194229697951,0.1048951048951049,False,0.48389315602430355,False,0.3465405562179756
"JON-AB
JO-15""",Empty-Split,False,[],23536.420283697717,0.4075924075924076,0.5081487861963534,0.5294705294705294,False,0.7124006428354256,False,0.6334736691879549
LC12,Empty-Split,False,[],36276.566154177686,0.0999000999000999,0.7253638816314352,0.22677322677322678,False,0.4272323421259592,False,0.42370473563134115
MB399B,Empty-Split,False,[],23794.750928390647,0.3886113886113886,0.9083536059368669,0.04895104895104895,False,0.6948007744467921,False,0.25099900099900097
MB463B,Empty-Split,False,[],6528.293595920198,0.965034965034965,0.30401730358038237,0.8631368631368631,False,0.9797790149548943,False,0.9072004918158764
86712 (LH421),Empty-Split,False,[],37064.739813739965,0.12787212787212787,0.7495391189082828,0.17282717282717283,False,0.4720542615279457,False,0.377589801502845
86710 (LH290),Empty-Split,False,[],18502.098413983553,0.5904095904095904,0.5991134218259415,0.35264735264735264,False,0.7510906814704283,False,0.525052725052725
MB542B,Empty-Split,False,[],24850.37989839535,0.30569430569430567,0.6098280204310944,0.34465534465534464,False,0.6433770311321332,False,0.5248160929979111
MB371B,Empty-Split,False,[],21907.25891801891,0.42857142857142855,0.8798799043224541,0.07592407592407592,False,0.7130743272475556,False,0.3114436583824339
MB549C,Empty-Split,False,[],24450.124536934585,0.34265734265734266,0.7310832089041097,0.21178821178821178,False,0.6752365281777046,False,0.42370473563134115
MB543B,Empty-Split,False,[],26295.30162094398,0.3706293706293706,0.981412463181353,0.03396603396603397,False,0.6948007744467921,False,0.25099900099900097
MB434B,Empty-Split,False,[],37165.99812210658,0.06393606393606394,0.746359580574173,0.15684315684315683,False,0.37864992150706434,False,0.35474525474525476
7362 (C739-Gal4),Empty-Split,True,['FPCA2'],31197.446689281875,0.14085914085914086,0.9686163035133759,0.029970029970029972,False,0.48389315602430355,False,0.24095904095904097
51969 (Capa-GAL4 4F),Empty-Split,False,[],53897.12752947731,0.029970029970029972,1.001833036019967,0.022977022977022976,False,0.37864992150706434,False,0.24095904095904097
MB418B ,Empty-Split,False,[],41708.77071900266,0.04995004995004995,0.804755157252234,0.12187812187812187,False,0.37864992150706434,False,0.35023116418465255
86683 (LH168),Empty-Split,False,[],24856.38861473779,0.3866133866133866,0.476114097935686,0.5844155844155844,False,0.6948007744467921,False,0.6909854851031321
86692 (LH1479),Empty-Split,False,[],34563.82042059218,0.1798201798201798,0.7007344926949509,0.22977022977022976,False,0.5622377622377622,False,0.42370473563134115
86682 (LH85),Empty-Split,False,[],28866.79212246183,0.3106893106893107,1.0414591469338443,0.028971028971028972,False,0.6433770311321332,False,0.24095904095904097
86701 (LH849),Empty-Split,False,[],21126.648237594603,0.4205794205794206,0.7373607276019223,0.13386613386613386,False,0.7130743272475556,False,0.35023116418465255
86685 (LH272),Empty-Split,True,"['FPCA1', 'FPCA3']",37182.435719409645,0.08291708291708291,0.9907160976374294,0.00999000999000999,False,0.4146940016505234,False,0.2007992007992008
86690 (LH374),Empty-Split,False,[],30185.466158745312,0.26173826173826176,0.8855089375991252,0.04795204795204795,False,0.633108068402186,False,0.25099900099900097
86697 (LH989),Empty-Split,False,[],19147.585176887216,0.5114885114885115,0.3496055104563907,0.7812187812187812,False,0.7273705315663358,False,0.844220295833199
86693 (LH979),Empty-Split,False,[],22254.986899548785,0.43956043956043955,0.6869491047592526,0.22477522477522477,False,0.7130743272475556,False,0.42370473563134115
86699 (LH123),Empty-Split,True,"['FPCA1', 'FPCA2', 'FPCA3']",53198.93112679257,0.016983016983016984,1.2182804633553834,0.000999000999000999,False,0.31032603759876487,False,0.1003996003996004
SS32219-Gal4 (LAL-2),Empty-Split,False,[],34450.585019543905,0.11588411588411589,0.7530418032357012,0.14585414585414586,False,0.4698701298701298,False,0.35023116418465255
GMR70G12-Gal4,Empty-Split,False,[],19251.903660443255,0.5284715284715285,0.5925771703864766,0.37962037962037964,False,0.7318602450181397,False,0.5529253355340312
SS32230-Gal4 (LAL-1),Empty-Split,False,[],27390.05516207109,0.26373626373626374,0.7914028007246542,0.12387612387612387,False,0.633108068402186,False,0.35023116418465255
MBON-22-GaL4 (MBON-calyx),Empty-Split,False,[],24135.305927658006,0.3116883116883117,0.7104323812216097,0.22377622377622378,False,0.6433770311321332,False,0.42370473563134115
MB247-Gal4,Empty-Split,True,['FPCA1'],67121.23395273375,0.012987012987012988,0.819032161043365,0.1068931068931069,False,0.31032603759876487,False,0.3465405562179756
MB310C,Empty-Split,False,[],13675.03404162912,0.7452547452547452,0.482625534999045,0.5714285714285714,False,0.8511147942966124,False,0.6796280642434489
DDC-gal4,Empty-Split,False,[],44340.3096932018,0.15084915084915085,0.685445605904995,0.2177822177822178,False,0.4890432148496665,False,0.42370473563134115
MB301B (PAM-03),Empty-Split,False,[],30209.708789718054,0.3956043956043956,0.6823350963893288,0.39760239760239763,False,0.6975130133024869,False,0.5622377622377621
76003 (LH528),Empty-Split,False,[],17642.162710997065,0.5794205794205795,0.744565723423547,0.15784215784215785,False,0.7510906814704283,False,0.35474525474525476
51993 (Lk-GAL4 2M),Empty-Split,False,[],15138.930129260038,0.6603396603396603,0.6973208723910734,0.22777222777222778,False,0.7913151936820576,False,0.42370473563134115
75823 (LH2446),Empty-Split,False,[],46815.159697761796,0.030969030969030968,0.9356694987067865,0.04095904095904096,False,0.37864992150706434,False,0.25099900099900097
75860 (LH2454),Empty-Split,False,[],33881.45616489815,0.2007992007992008,0.776052009744587,0.14985014985014986,False,0.5944713181555287,False,0.35023116418465255
76013 (LH1827),Empty-Split,False,[],33720.20092187295,0.2017982017982018,0.6430869145489433,0.2957042957042957,False,0.5944713181555287,False,0.4953046953046953
75956 (LH2445),Empty-Split,False,[],46752.10862676636,0.08091908091908091,0.8067844056441893,0.12387612387612387,False,0.4146940016505234,False,0.35023116418465255
52017 (AstC-GAL4 1M),Empty-Split,False,[],33489.41139285674,0.18181818181818182,0.819480243891492,0.1068931068931069,False,0.5622377622377622,False,0.3465405562179756
75945 (LH1543),Empty-Split,False,[],26904.836326560882,0.2787212787212787,0.5813776713955872,0.3966033966033966,False,0.6366247388974662,False,0.5622377622377621
86604 (LH2001),Empty-Split,False,[],20546.29129006976,0.5174825174825175,0.7823392710422005,0.15684315684315683,False,0.7273705315663358,False,0.35474525474525476
25681 (NPF-GAL4 2),Empty-Split,False,[],35536.14224712921,0.21678321678321677,0.8839997632527833,0.12387612387612387,False,0.5944713181555287,False,0.35023116418465255
86647 (LH1959),Empty-Split,False,[],19522.33881128022,0.5474525474525475,0.3357616360346294,0.8751248751248751,False,0.7318602450181397,False,0.9072004918158764
86659 (LH1721),Empty-Split,False,[],36592.38144339611,0.2137862137862138,0.5088357974029932,0.5284715284715285,False,0.5944713181555287,False,0.6334736691879549
86656 (LH721),Empty-Split,False,[],21382.032908889767,0.5344655344655345,0.8508968239218241,0.14985014985014986,False,0.7318602450181397,False,0.35023116418465255
86643 (LH1893),Empty-Split,False,[],18773.050559409407,0.6193806193806194,0.581632961376775,0.5144855144855145,False,0.760343315221364,False,0.6267368994641722
86653 (LH1925),Empty-Split,False,[],32308.622419029914,0.21478521478521478,0.5778951680332657,0.5034965034965035,False,0.5944713181555287,False,0.6233398503337153
86658 (LH1744),Empty-Split,True,['FPCA3'],40707.24499992869,0.0919080919080919,1.1269052269657651,0.004995004995004995,False,0.4146940016505234,False,0.17211360068502926
86641 (LH1900),Empty-Split,False,[],21868.52296877429,0.5534465534465535,0.6386332579220242,0.42357642357642356,False,0.7318602450181397,False,0.5638335174759015
51989 (Dh31-GAL4 5F),Empty-Split,True,['FPCA2'],31123.249806939813,0.16183816183816183,0.9397737968104077,0.03996003996003996,False,0.5163408020550877,False,0.25099900099900097
51990 (FMRFa-GAL4 1M),Empty-Split,False,[],14889.323126732892,0.7372627372627373,0.5141308265155576,0.5294705294705294,False,0.8479463393749107,False,0.6334736691879549
51991 (sNPF-GAL4 2),Empty-Split,False,[],16775.40214799785,0.6003996003996004,0.6477870086896624,0.3036963036963037,False,0.7589957212598722,False,0.500352106909484
86830 (pC1-SS1),Empty-Split,True,['FPCA2'],41066.65452941922,0.04895104895104895,1.1455193948432827,0.002997002997002997,False,0.37864992150706434,False,0.17211360068502926
86713 (LH279),Empty-Split,False,[],18700.15632319587,0.5464535464535465,0.410469511907582,0.7132867132867133,False,0.7318602450181397,False,0.8009532367074267
86720 (LH18),Empty-Split,False,[],22971.64054870011,0.44255744255744256,0.8087044079085682,0.1028971028971029,False,0.7130743272475556,False,0.3465405562179756
51992 (Lk-GAL4 1),Empty-Split,False,[],44382.629488978986,0.07592407592407592,0.7996211743202873,0.12687312687312688,False,0.4015984015984016,False,0.35023116418465255
86714 (LH180),Empty-Split,False,[],13543.855751586569,0.7712287712287712,0.5359324463122357,0.4785214785214785,False,0.8660166648993464,False,0.6036448024025663
R38H02-gal4 (R4 (EB)),Empty-Split,False,[],31243.599238533883,0.3006993006993007,0.7671989198904025,0.21578421578421578,False,0.6433770311321332,False,0.42370473563134115
86615 (LH2201),Empty-Split,False,[],10926.026169719265,0.8771228771228772,0.5185076077066798,0.6193806193806194,False,0.9377749909664804,False,0.7154914051465776
86694 (LH1337),Empty-Split,False,[],22763.207210158165,0.42957042957042957,0.8620521072111617,0.08691308691308691,False,0.7130743272475556,False,0.3296137824439711
LC25,Empty-Split,False,[],46020.60909482522,0.060939060939060936,0.9171521735512054,0.05194805194805195,False,0.37864992150706434,False,0.25099900099900097
LC16-2,Empty-Split,False,[],14138.923802056112,0.7382617382617382,0.5855188456759232,0.36863136863136864,False,0.8479463393749107,False,0.544815478639008
LC24,Empty-Split,False,[],22537.29707073967,0.4385614385614386,0.8786698471504644,0.06793206793206794,False,0.7130743272475556,False,0.29683360118142726
LC15,Empty-Split,False,[],26308.655984537192,0.31368631368631367,0.83393252395556,0.07792207792207792,False,0.6433770311321332,False,0.3132467532467532
LC21,Empty-Split,False,[],18166.582505736773,0.5904095904095904,0.6855549153460643,0.22777222777222778,False,0.7510906814704283,False,0.42370473563134115
LC16-1,Empty-Split,False,[],41272.866705633256,0.05094905094905095,1.0158027441468989,0.014985014985014986,False,0.37864992150706434,False,0.24095904095904097
LC13,Empty-Split,False,[],8397.670286618826,0.935064935064935,0.29681593616461466,0.8781218781218781,False,0.9788961038961039,False,0.9072004918158764
LC20,Empty-Split,False,[],16556.89063039607,0.6363636363636364,0.7977009007121525,0.13886113886113885,False,0.7705366922234392,False,0.35023116418465255
LC22,Empty-Split,False,[],20637.691651194582,0.4595404595404595,0.744274827321736,0.17482517482517482,False,0.7216221278721279,False,0.37784795849311975
R44B10 (Ventral P-FN silencing line),Empty-Split,False,[],39734.4666584565,0.13386613386613386,0.6040368636342353,0.35264735264735264,False,0.4720542615279457,False,0.525052725052725
23292 (ORCO-GAL4),Empty-Split,False,[],50978.78004447515,0.03496503496503497,0.9898107857824505,0.027972027972027972,False,0.37864992150706434,False,0.24095904095904097
86633 (LH2382),Empty-Split,False,[],23860.61765456647,0.46653346653346656,0.6297034053086598,0.31368631368631367,False,0.7234902502078074,False,0.5044075924075925
23137 (OR88a-GAL4),Empty-Split,False,[],10860.053806931022,0.8331668331668332,0.5177483410180447,0.5124875124875125,False,0.9101442036224644,False,0.6267368994641722
86698 (LH258),Empty-Split,False,[],23393.185111984403,0.3726273726273726,0.8321899928985126,0.11388611388611389,False,0.6948007744467921,False,0.35023116418465255
23129 (ORCO mutant),Empty-Split,False,[],37378.23620048768,0.061938061938061936,0.7851168233606867,0.13186813186813187,False,0.37864992150706434,False,0.35023116418465255
MBON-08-GaL4  MBON-09-GaL4 ,Empty-Split,False,[],17383.927310870327,0.6813186813186813,0.653889288681862,0.4035964035964036,False,0.8055591467356173,False,0.5622377622377621
R12D09 (P-EN1(2) patch line),Empty-Split,True,['FPCA3'],19848.332428037356,0.5444555444555444,0.9822618804474247,0.022977022977022976,False,0.7318602450181397,False,0.24095904095904097
R78B06-gal4 (ER2 (EB)),Empty-Split,False,[],44854.94212621466,0.13086913086913088,0.6741439017303258,0.25574425574425574,False,0.4720542615279457,False,0.4549079239344726
86705 (LH1668),Empty-Split,False,[],39514.21978609947,0.12087912087912088,0.8805143994661832,0.07592407592407592,False,0.4720542615279457,False,0.3114436583824339
9998 (OR67d-GAL4),Empty-Split,False,[],51632.72234162572,0.04095904095904096,0.8810119895430499,0.059940059940059943,False,0.37864992150706434,False,0.2677322677322677
854 (OK107-Gal4),Empty-Split,True,"['FPCA1', 'FPCA2']",121836.6972582357,0.000999000999000999,1.413708384890781,0.000999000999000999,False,0.2007992007992008,False,0.1003996003996004
9983 (OR47b-GAL4),Empty-Split,False,[],46248.88571735209,0.03696303696303696,0.9660645338844859,0.03796203796203796,False,0.37864992150706434,False,0.25099900099900097
9941 (GR63a mutant),Empty-Split,False,[],39296.81359284265,0.06593406593406594,0.6858260842614701,0.24775224775224775,False,0.37864992150706434,False,0.4446268017696589
86703 (LH1531),Empty-Split,False,[],28112.770785942586,0.2987012987012987,0.7391470494480892,0.19080919080919082,False,0.6433770311321332,False,0.40582575319417424
86707 (LH578),Empty-Split,False,[],16590.3254157818,0.6203796203796204,0.6626785148759372,0.2707292707292707,False,0.760343315221364,False,0.47257053291536044
9943 (GR63a-GAL4),Empty-Split,False,[],19579.480438827897,0.4835164835164835,0.7741616257934879,0.12487512487512488,False,0.7249441734735852,False,0.35023116418465255
KC-α/βs-GaL4,Empty-Split,False,[],20770.384760157704,0.47152847152847155,0.5695842261495087,0.41858141858141856,False,0.7234902502078074,False,0.5638335174759015
R58E02 (All PAMs),Empty-Split,False,[],6878.74848924458,0.952047952047952,0.2966221192194222,0.8681318681318682,False,0.9797790149548943,False,0.9072004918158764
MB188B (PAM-08),Empty-Split,False,[],19791.037625134424,0.5214785214785215,0.5425353870545937,0.4515484515484515,False,0.727897102897103,False,0.5855563791047661
SS52244-GAL4 (P-F1N3 (target FSB)),Empty-Split,False,[],26271.117752477003,0.3696303696303696,0.8989240750015449,0.054945054945054944,False,0.6948007744467921,False,0.25099900099900097
MB113C (OA-VPM4),Empty-Split,False,[],27753.344198267852,0.24975024975024976,0.8965735829199049,0.053946053946053944,False,0.6197506197506197,False,0.25099900099900097
MB320C (PPL1-01),Empty-Split,False,[],20204.13458342611,0.44755244755244755,0.8593868262359491,0.08291708291708291,False,0.7130743272475556,False,0.3267908562026209
MB194B (PAM-09),Empty-Split,False,[],34525.845376498844,0.23376623376623376,0.5773497425042954,0.4225774225774226,False,0.5973140783267366,False,0.5638335174759015
MB109B (PAM-02),Empty-Split,False,[],20164.940514981598,0.5154845154845155,0.5796536807527188,0.4045954045954046,False,0.7273705315663358,False,0.5622377622377621
SS54549 (P-F3-5R patch line),Empty-Split,False,[],30306.85681771217,0.22477522477522477,0.565141998490845,0.44555444555444557,False,0.5944713181555287,False,0.5815353477691141
MB213B (PAM-04),Empty-Split,False,[],19871.366009508976,0.5504495504495505,0.5541176829509985,0.46653346653346656,False,0.7318602450181397,False,0.5960431973090201
