Nickname,Control,MannWhitney_any_dim_significant,MannWhitney_significant_dims,MannWhitney_corrected_pvals,MannWhitney_raw_pvals,MannWhitney_dims_tested,Permutation_stat,Permutation_pval,Mahalanobis_stat,Mahalanobis_pval,Permutation_FDR_significant,Permutation_FDR_pval,Mahalanobis_FDR_significant,Mahalanobis_FDR_pval
KC-α/βc-GaL4,Empty-Split,False,[],"[0.6026898520282838, 0.1308124573433367, 0.6026898520282838, 0.1550457184932489, 0.9369558676699575, 0.9369558676699575]","[0.4017932346855225, 0.02180207622388945, 0.4017932346855225, 0.0516819061644163, 0.9369558676699575, 0.9369558676699575]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.6293795527171966,0.04695304695304695,1.243458662557757,0.007992007992007992,False,0.28314110132291953,False,0.061169599631138084
72D07-GAL4,Empty-Gal4,False,[],"[0.6464067390155086, 0.4963373876134014, 0.6464067390155086, 0.15427713400249982, 0.4963373876134014, 0.6464067390155086]","[0.6464067390155086, 0.2481686938067007, 0.6464067390155086, 0.0257128556670833, 0.22319125752825608, 0.45717472658891667]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.2849157114121945,0.6793206793206793,0.9530072400634222,0.15484515484515485,False,0.7552224312000848,False,0.3462268069009642
KC-γmain-GaL4,Empty-Split,False,[],"[0.8031493519417069, 0.8370636154898536, 0.6857620898833751, 0.6857620898833751, 0.6857620898833751, 0.6857620898833751]","[0.6692911266180891, 0.8370636154898536, 0.45717472658891667, 0.3345561838743112, 0.22319125752825608, 0.43825357196871007]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.76113163903765,0.23376623376623376,0.7621821107473664,0.5594405594405595,False,0.4560733384262796,False,0.6626706626706628
LC26,Empty-Split,False,[],"[0.07646967161201748, 0.07646967161201748, 0.43378985587303676, 0.07646967161201748, 0.9873785512460885, 0.9873785512460885]","[0.03823483580600874, 0.03271158352982045, 0.28919323724869117, 0.02180207622388945, 0.886784835609217, 0.9873785512460885]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.6403332392373158,0.4245754245754246,0.9594433433113171,0.2137862137862138,False,0.6212537462537463,False,0.3770367563471012
20G07-GAL4,Empty-Gal4,False,[],"[0.7344324040450105, 0.7344324040450105, 0.21228801159979876, 0.7445383571918807, 0.9621482836066155, 0.9621482836066155]","[0.36721620202250527, 0.36721620202250527, 0.035381335266633125, 0.4963589047945871, 0.9621482836066155, 0.9369558676699575]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.3522170173184112,0.4915084915084915,0.9643178076055885,0.1938061938061938,False,0.6745530331737228,False,0.3765753477291938
44H11-GAL4,Empty-Gal4,True,['PCA5'],"[0.8031493519417069, 0.25310286428338324, 0.1283799423545613, 0.812432208131742, 0.02275444877887581, 0.1283799423545613]","[0.6692911266180891, 0.16873524285558883, 0.06418997117728065, 0.812432208131742, 0.003792408129812635, 0.05976860866093005]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",3.009891063933795,0.06893106893106893,1.3657155814910331,0.004995004995004995,False,0.37073737073737073,True,0.047333618762190194
KC-γd-GaL4,Empty-Split,False,[],"[0.9164939141562914, 0.7445060814201021, 0.8375048062622675, 0.8375048062622675, 0.9873785512460885, 0.7445060814201021]","[0.7637449284635762, 0.2481686938067007, 0.4963589047945871, 0.5583365375081784, 0.9873785512460885, 0.14123841781192514]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.5278548119136485,0.8801198801198801,0.8085287143259245,0.46253746253746253,False,0.8981736212505442,False,0.5825630066136395
MBON-11-GaL4 (MBON-γ1pedc>α/β),Empty-Split,False,[],"[0.3619915912739052, 0.24941596557245493, 0.24941596557245493, 0.24970097013439357, 0.8819307212779461, 0.8819307212779461]","[0.24132772751593679, 0.04237662250330112, 0.08313865519081831, 0.12485048506719679, 0.8819307212779461, 0.753865329868274]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",3.441487415762693,0.12387612387612387,0.9553848844799046,0.22777222777222778,False,0.4560733384262796,False,0.38412435022604513
LPLC2,Empty-Split,False,[],"[0.7637449284635762, 0.7637449284635762, 0.7637449284635762, 0.7637449284635762, 0.7637449284635762, 0.7637449284635762]","[0.7637449284635762, 0.7159745798891979, 0.26136517590616637, 0.35064512183188634, 0.692486835516168, 0.537265926636113]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.6769150089292362,0.28471528471528473,1.041570917306106,0.12187812187812187,False,0.497002997002997,False,0.29221381028609944
R12B01-gal4 (R4d - distal (EB)),Empty-Gal4,False,[],"[0.6559104900442466, 0.6559104900442466, 0.18379133158822733, 0.6559104900442466, 0.6559104900442466, 0.6559104900442466]","[0.22832704879820187, 0.5860416230076372, 0.030631888598037886, 0.45771743442744617, 0.39999766066623765, 0.6559104900442466]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.121300495706395,0.17082917082917082,1.2685888031683024,0.012987012987012988,False,0.4560733384262796,False,0.08614718614718617
SS02255-GAL4 (P-F2N3 (target FSB)),Empty-Split,False,[],"[0.19256991353184194, 0.07136501900044703, 0.7344324040450105, 0.9873785512460885, 0.7749038733555652, 0.7756880868186102]","[0.06418997117728065, 0.011894169833407837, 0.36721620202250527, 0.9873785512460885, 0.5166025822370435, 0.6464067390155086]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.6828672628603051,0.7802197802197802,0.9811082902738864,0.16983016983016982,False,0.8258709375730653,False,0.3595340829383383
R78A01 (ExR1 (EB)),Empty-Gal4,True,"['PCA2', 'PCA4']","[0.08906343148607676, 0.03260469092145759, 0.08965291299139508, 0.018565929588066823, 0.159458383944582, 0.537265926636113]","[0.04453171574303838, 0.010868230307152529, 0.05976860866093005, 0.003094321598011137, 0.132881986620485, 0.537265926636113]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.8828816863878786,0.001998001998001998,1.370969453255968,0.002997002997002997,True,0.045877199723353565,True,0.037275224775224776
SS02239-gal4 (P-F3LC patch line),Empty-Split,True,['PCA4'],"[0.525904286362452, 0.1550457184932489, 0.6692911266180891, 0.04504371048703422, 0.525904286362452, 0.525904286362452]","[0.43825357196871007, 0.0516819061644163, 0.6692911266180891, 0.00750728508117237, 0.2750389932009092, 0.43825357196871007]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.5447609723986981,0.5764235764235764,1.1782061216047082,0.024975024975024976,False,0.7169268231768232,False,0.13079026236920974
R59B10-gal4 (R4m - medial (EB)),Empty-Gal4,True,"['PCA1', 'PCA4', 'PCA5']","[0.0010664990843092363, 0.13147893613896836, 0.24947621759533167, 0.009846375524168978, 0.0010664990843092363, 0.26213613012248116]","[0.00035549969476974543, 0.08765262409264556, 0.20789684799610975, 0.004923187762084489, 0.00023822316626317318, 0.26213613012248116]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",4.3147085595578645,0.002997002997002997,1.362786640073051,0.003996003996003996,True,0.045877199723353565,True,0.04185288395814712
SS00078-gal4 (PBG2‐9.s‐FBℓ3.b‐NO2D.b (PB)),Empty-Split,True,"['PCA1', 'PCA3', 'PCA4']","[0.033814890195275595, 0.3827411848341695, 0.005673551411689469, 0.024738334791895984, 0.09628495676592097, 0.7637449284635762]","[0.016907445097637797, 0.31895098736180794, 0.0009455919019482447, 0.00824611159729866, 0.06418997117728065, 0.7637449284635762]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.3445001601181703,0.22977022977022976,1.2899958142154808,0.01098901098901099,False,0.4560733384262796,False,0.07810047095761383
R19G02 (E-PG),Empty-Split,False,[],"[0.7159745798891979, 0.7012902436637727, 0.7159745798891979, 0.7159745798891979, 0.7012902436637727, 0.7012902436637727]","[0.5798009470581065, 0.35064512183188634, 0.6016446404961844, 0.7159745798891979, 0.31895098736180794, 0.22319125752825608]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.170238339905017,0.19080919080919082,0.9730455539322036,0.1968031968031968,False,0.4560733384262796,False,0.3765753477291938
R80C07-gal4 (ER3d (EB)),Empty-Gal4,True,"['PCA3', 'PCA5', 'PCA6']","[0.07199253476457765, 0.10323093020037072, 0.023788339666815674, 0.10158363971877923, 0.015330017962242171, 0.008846287922912154]","[0.04799502317638509, 0.10323093020037072, 0.011894169833407837, 0.0846530330989827, 0.005110005987414057, 0.001474381320485359]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.860575434754548,0.03296703296703297,1.55316092244929,0.000999000999000999,False,0.21162708259482452,True,0.033133533133533136
51987 (Dh44-GAL4 2M),Empty-Gal4,False,[],"[1.0, 0.8514905595741158, 0.28347339561031165, 0.28347339561031165, 0.3932908866413085, 0.939825580250381]","[1.0, 0.5676603730494105, 0.08643662246309795, 0.09449113187010387, 0.19664544332065426, 0.7831879835419842]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.3415220663744454,0.17582417582417584,1.1621914465098935,0.09090909090909091,False,0.4560733384262796,False,0.24326988800673013
51981 (Dsk-GAL4 3M),Empty-Gal4,True,['PCA3'],"[0.6692911266180891, 0.6692911266180891, 0.04504371048703422, 0.6692911266180891, 0.6692911266180891, 0.6692911266180891]","[0.6692911266180891, 0.5166025822370435, 0.00750728508117237, 0.6464067390155086, 0.3038301300878443, 0.3842667981691905]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.2126632006483278,0.16983016983016982,1.250304059199238,0.014985014985014986,False,0.4560733384262796,False,0.09318806193806194
51988 (Dh31-GAL4 2M),Empty-Gal4,True,['PCA3'],"[0.40908731422135114, 0.40908731422135114, 0.048893590958575976, 0.050293031877558236, 0.36653400625397486, 0.36653400625397486]","[0.38548510400194913, 0.40908731422135114, 0.00814893182642933, 0.01676434395918608, 0.19664544332065426, 0.24435600416931658]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.744317406281568,0.025974025974025976,1.4509079687076751,0.003996003996003996,False,0.1988011988011988,True,0.04185288395814712
51983 (Mip-GAL4 1M),Empty-Gal4,True,['PCA5'],"[0.4848641211897319, 0.20627276430083258, 0.4848641211897319, 0.20627276430083258, 0.029250909576754386, 0.47972527099886897]","[0.40908731422135114, 0.07894592208173579, 0.4848641211897319, 0.10313638215041629, 0.004875151596125731, 0.3198168473325793]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",8.503573069443261,0.002997002997002997,1.4536925853637224,0.002997002997002997,True,0.045877199723353565,True,0.037275224775224776
51986 (Ms-GAL4 6Ma),Empty-Gal4,False,[],"[0.46258212480233896, 0.1574963040097999, 0.3647346763663126, 0.2593098673892939, 0.4848641211897319, 0.46258212480233896]","[0.3627341405072215, 0.026249384001633312, 0.1823673381831563, 0.08643662246309795, 0.4848641211897319, 0.38548510400194913]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.539446137466775,0.15484515484515485,1.3128369333247019,0.01898101898101898,False,0.4560733384262796,False,0.10492285492285491
51984 (Mip-GAL4 2M),Empty-Gal4,True,"['PCA4', 'PCA5']","[0.8031493519417069, 0.47089124973771534, 0.8031493519417069, 0.042620406651819515, 0.042620406651819515, 0.911826411753384]","[0.5583365375081784, 0.23544562486885767, 0.6692911266180891, 0.009049340514549248, 0.014206802217273171, 0.911826411753384]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.650238954494068,0.005994005994005994,1.2589293870648144,0.007992007992007992,False,0.0701651289886584,False,0.061169599631138084
51985 (Ms-GAL4 1M),Empty-Gal4,False,[],"[0.21597610808857867, 0.6881910783196397, 0.22479817541308575, 0.21597610808857867, 0.8250732913526055, 0.9157145051522164]","[0.04434285151426155, 0.4587940522130931, 0.11239908770654287, 0.07199203602952622, 0.6875610761271713, 0.9157145051522164]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.6009928282569335,0.11788211788211789,1.2780665501823536,0.028971028971028972,False,0.4560733384262796,False,0.1340752270984829
MBON-13-GaL4 (MBON-α′2),Empty-Split,False,[],"[0.5764001972537858, 0.5764001972537858, 0.5764001972537858, 0.911826411753384, 0.5764001972537858, 0.911826411753384]","[0.18918230992030094, 0.26136517590616637, 0.3842667981691905, 0.911826411753384, 0.3038301300878443, 0.812432208131742]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.701753845781998,0.026973026973026972,1.0941045408078165,0.057942057942057944,False,0.1988011988011988,False,0.18597531500757306
MBON-14-GaL4 (MBON-α3),Empty-Split,False,[],"[0.4119588650980608, 0.08343778137207648, 0.6936003223548701, 0.25941058622559104, 0.4119588650980608, 0.4119588650980608]","[0.28217678894678655, 0.01390629689534608, 0.6936003223548701, 0.08647019540853033, 0.34329905424838403, 0.28217678894678655]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.295893479907555,0.0979020979020979,0.9406943577451901,0.0989010989010989,False,0.4560733384262796,False,0.255601541315827
MBON-16-GaL4   MBON-17-Gal4 ,Empty-Split,False,[],"[0.6692911266180891, 0.43378985587303676, 0.3183108862923698, 0.6447191119633355, 0.3183108862923698, 0.3183108862923698]","[0.6692911266180891, 0.28919323724869117, 0.1591554431461849, 0.537265926636113, 0.12491355360268398, 0.132881986620485]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.8218644339719026,0.22777222777222778,1.1344294943822972,0.03396603396603397,False,0.4560733384262796,False,0.14081751581751584
MBON-01-GaL4 (MBON-γ5β′2a),Empty-Split,False,[],"[0.768533596338381, 0.768533596338381, 0.5802487565304303, 0.911826411753384, 0.911826411753384, 0.911826411753384]","[0.3842667981691905, 0.28919323724869117, 0.09670812608840504, 0.7637449284635762, 0.7159745798891979, 0.911826411753384]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.0272685116424722,0.16783216783216784,0.9069554385013111,0.27972027972027974,False,0.4560733384262796,False,0.4514132484057296
MBON-12-GaL4 (MBON-γ2α′1),Empty-Split,False,[],"[0.5227303518123327, 0.1308124573433367, 1.0, 1.0, 0.5227303518123327, 0.6857620898833751]","[0.26136517590616637, 0.02180207622388945, 0.8370636154898536, 1.0, 0.23544562486885767, 0.45717472658891667]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.5764045027069644,0.5024975024975025,0.8972309910237006,0.3096903096903097,False,0.6849109794315273,False,0.4541954395968995
MBON-10-GaL4 (MBON-β′1),Empty-Split,False,[],"[0.8675102949364307, 0.8675102949364307, 0.9919369942939968, 0.8675102949364307, 0.8675102949364307, 0.9919369942939968]","[0.5243489295395956, 0.16621330487968733, 0.8954798797151731, 0.5783401966242872, 0.5646002374432335, 0.9919369942939968]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.161745960880314,0.5364635364635365,0.7447085107347117,0.37962037962037964,False,0.7068487068487069,False,0.5209962451341762
MBON-03-GaL4 (MBON-β′2mp),Empty-Split,False,[],"[0.9067591206875387, 0.9067591206875387, 0.9067591206875387, 0.9067591206875387, 0.9067591206875387, 0.9067591206875387]","[0.8563557812144938, 0.5023349543605021, 0.1762829685016749, 0.9067591206875387, 0.7413348111301474, 0.6779444305496194]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.434358516081167,0.2837162837162837,0.7196186522622914,0.46653346653346656,False,0.497002997002997,False,0.5839003763532066
MBON-04-GaL4 (MBON-β′2mp_bilateral),Empty-Split,False,[],"[0.3851398270636839, 0.7637449284635762, 0.5956306857535045, 0.5956306857535045, 0.5956306857535045, 0.5362240792708042]","[0.06418997117728065, 0.7637449284635762, 0.45717472658891667, 0.45717472658891667, 0.4963589047945871, 0.17874135975693473]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.578862779771672,0.23776223776223776,0.7204612166861254,0.6503496503496503,False,0.45936587684160496,False,0.7353385251112523
MB013B (SIFamide),Empty-Split,False,[],"[0.4963373876134014, 0.09813475058946135, 0.8309842026194015, 0.07136501900044703, 0.911826411753384, 0.8309842026194015]","[0.2481686938067007, 0.03271158352982045, 0.692486835516168, 0.011894169833407837, 0.911826411753384, 0.6238520809623239]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.236336323629569,0.2987012987012987,0.9963940836755432,0.15084915084915085,False,0.5124272279444694,False,0.3411247843066025
R15B07-gal4 (R1/R3/R4d (EB)),Empty-Gal4,True,['PCA2'],"[0.9873785512460885, 0.012222844733162918, 0.19341625217681008, 0.19341625217681008, 0.9873785512460885, 0.5764001972537858]","[0.861855796318015, 0.0020371407888604863, 0.07909826263265422, 0.09670812608840504, 0.9873785512460885, 0.3842667981691905]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.4673120398319548,0.014985014985014986,1.2339716057759516,0.007992007992007992,False,0.12425074925074926,False,0.061169599631138084
MB025B (PAM-13-14),Empty-Split,True,"['PCA2', 'PCA4']","[0.3822614337064435, 0.016906819823994584, 0.3822614337064435, 0.04581629444261086, 1.0, 0.8747138189234369]","[0.22832704879820187, 0.0028178033039990974, 0.25484095580429567, 0.015272098147536953, 1.0, 0.7289281824361975]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.1502790352935173,0.21478521478521478,1.0967892750207808,0.09290709290709291,False,0.4560733384262796,False,0.24326988800673013
R31A12-Gal4 (ER1 (EB)),Empty-Gal4,False,[],"[0.16680861363677532, 0.5259676827478296, 0.16680861363677532, 0.9873785512460885, 0.9873785512460885, 0.5259676827478296]","[0.05560287121225844, 0.35064512183188634, 0.04799502317638509, 0.9873785512460885, 0.8370636154898536, 0.35064512183188634]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.8282171373045111,0.6353646353646354,0.9026875997092807,0.3106893106893107,False,0.7266526576871405,False,0.4541954395968995
R14G09 (ExR4 (EB)),Empty-Gal4,False,[],"[0.19256991353184194, 0.26576397324097, 0.7445383571918807, 0.19256991353184194, 0.7879850135276372, 0.7879850135276372]","[0.035381335266633125, 0.132881986620485, 0.4963589047945871, 0.06418997117728065, 0.7879850135276372, 0.7879850135276372]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",3.6108489814679534,0.017982017982017984,0.9719681984439816,0.16483516483516483,False,0.14313686313686316,False,0.3569870989225828
MB022B (OA-VPM3),Empty-Split,False,[],"[0.2824768356238503, 0.2824768356238503, 0.7486224971547887, 0.2824768356238503, 0.9369558676699575, 0.7486224971547887]","[0.14123841781192514, 0.10323093020037072, 0.5583365375081784, 0.0905192333421713, 0.9369558676699575, 0.6238520809623239]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.885222235407927,0.7152847152847153,1.0774723647528341,0.06493506493506493,False,0.7778232696265484,False,0.19880119880119876
R28E01-gal4 (ER3m (EB)),Empty-Gal4,False,[],"[0.17930582598279016, 0.670003845009814, 0.17930582598279016, 0.670003845009814, 0.670003845009814, 0.886784835609217]","[0.05560287121225844, 0.5583365375081784, 0.05976860866093005, 0.4017932346855225, 0.4963589047945871, 0.886784835609217]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.3571260482962142,0.32867132867132864,0.9664674798254955,0.17682317682317683,False,0.5361114295540524,False,0.3627609503898164
MB058B (PPL1-05),Empty-Split,False,[],"[0.7637449284635762, 0.7637449284635762, 0.7637449284635762, 0.7637449284635762, 0.7637449284635762, 0.7637449284635762]","[0.7159745798891979, 0.7159745798891979, 0.23544562486885767, 0.7159745798891979, 0.7637449284635762, 0.6692911266180891]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.5358344378139914,0.26673326673326675,0.6693568016609965,0.7402597402597403,False,0.49516224516224516,False,0.8183982683982683
MB043B (PAM-11),Empty-Split,False,[],"[0.5798009470581065, 0.30009913584475173, 0.30009913584475173, 0.30009913584475173, 0.5718554541420594, 0.30009913584475173]","[0.5798009470581065, 0.07384365056328972, 0.20006609056316782, 0.20006609056316782, 0.4765462117850495, 0.18918230992030094]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.1738006629812192,0.6563436563436563,0.8951140535197664,0.2997002997002997,False,0.7443749432385796,False,0.4514132484057296
MB304B (PPL1-04),Empty-Split,False,[],"[0.398645959861455, 0.670003845009814, 0.670003845009814, 0.670003845009814, 0.7879850135276372, 0.398645959861455]","[0.11732270519879959, 0.537265926636113, 0.537265926636113, 0.5583365375081784, 0.7879850135276372, 0.132881986620485]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.7422998393924043,0.8431568431568431,0.5618501079616839,0.8671328671328671,False,0.8749323593073592,False,0.8859397013243168
MB296B (PPL1-03),Empty-Split,False,[],"[0.7445383571918807, 0.2539590992969481, 0.8370636154898536, 0.7445383571918807, 0.8370636154898536, 0.2539590992969481]","[0.43825357196871007, 0.0846530330989827, 0.7159745798891979, 0.4963589047945871, 0.8370636154898536, 0.05976860866093005]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.8798400414524772,0.22277722277722278,0.9027297397435207,0.2837162837162837,False,0.4560733384262796,False,0.4514132484057296
MB312B (PAM-07),Empty-Split,True,['PCA4'],"[0.550824303033758, 0.22019756742310395, 0.6464067390155086, 0.04504371048703422, 0.19256991353184194, 0.6464067390155086]","[0.36721620202250527, 0.11009878371155198, 0.6464067390155086, 0.00750728508117237, 0.06418997117728065, 0.5798009470581065]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.3533725599422295,0.5434565434565435,1.0598937829539539,0.0919080919080919,False,0.7068487068487069,False,0.24326988800673013
MB056B (PAM-05),Empty-Split,False,[],"[0.7397342431142654, 0.7397342431142654, 0.7397342431142654, 0.7397342431142654, 0.7397342431142654, 0.7397342431142654]","[0.35064512183188634, 0.6692911266180891, 0.6016446404961844, 0.6238520809623239, 0.7397342431142654, 0.4765462117850495]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.989061298695325,0.5984015984015985,0.6311413807396421,0.8031968031968032,False,0.7173609523007114,False,0.853364720385997
MB315C (PAM-01),Empty-Split,False,[],"[0.1033638123288326, 0.1033638123288326, 0.6238520809623239, 0.1033638123288326, 0.30009913584475173, 0.6238520809623239]","[0.04799502317638509, 0.0516819061644163, 0.5798009470581065, 0.02180207622388945, 0.20006609056316782, 0.6238520809623239]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.994543403642744,0.3256743256743257,1.0842594439828297,0.06593406593406594,False,0.5356131471833951,False,0.19880119880119881
MB504B (All PPL1),Empty-Split,True,"['PCA1', 'PCA2', 'PCA4']","[0.026010164658575814, 0.026010164658575814, 0.7159745798891979, 0.026010164658575814, 0.3531684373032865, 0.7159745798891979]","[0.009921712084665128, 0.013005082329287907, 0.7159745798891979, 0.00750728508117237, 0.23544562486885767, 0.7159745798891979]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.812282183885666,0.21978021978021978,1.2170869576074372,0.026973026973026972,False,0.4560733384262796,False,0.1340752270984829
MB465C (MB-CSD),Empty-Split,False,[],"[0.5718554541420594, 0.24982710720536797, 0.24982710720536797, 0.25310286428338324, 0.24982710720536797, 0.5798009470581065]","[0.4765462117850495, 0.09670812608840504, 0.12491355360268398, 0.16873524285558883, 0.09670812608840504, 0.5798009470581065]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",3.6257508384187864,0.005994005994005994,1.0470232239822532,0.1018981018981019,False,0.0701651289886584,False,0.25997079843233695
MB380B (MB-C1),Empty-Split,False,[],"[0.7879850135276372, 0.7879850135276372, 0.7879850135276372, 0.7879850135276372, 0.7879850135276372, 0.7879850135276372]","[0.2750389932009092, 0.7879850135276372, 0.692486835516168, 0.5583365375081784, 0.7637449284635762, 0.7637449284635762]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.2125592758167967,0.5684315684315684,0.6416814663362479,0.7892107892107892,False,0.7114332208671831,False,0.8486459776782357
SS54295-gal4 (PBG2‐9.s‐EBt.b‐NO1.b (PB)),Empty-Split,True,['PCA1'],"[0.027784697144174572, 0.9369558676699575, 0.44638251505651216, 0.42371525343577543, 0.7148193176775743, 0.9369558676699575]","[0.004630782857362428, 0.9369558676699575, 0.22319125752825608, 0.14123841781192514, 0.4765462117850495, 0.812432208131742]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",0.775050405420268,0.8321678321678322,0.827196427036117,0.4255744255744256,False,0.8715863084284137,False,0.5571665176928335
MB063B (PAM-10),Empty-Split,False,[],"[0.1308124573433367, 0.9369558676699575, 0.5227303518123327, 0.37474066080805196, 0.9024669607442766, 0.9369558676699575]","[0.02180207622388945, 0.9369558676699575, 0.26136517590616637, 0.12491355360268398, 0.6016446404961844, 0.7879850135276372]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.241078199753384,0.3176823176823177,0.7965856345248976,0.4925074925074925,False,0.5284798534798535,False,0.5988133079042169
41744 (IR8a mutant),TNTxPR,False,[],"[0.9868335403179407, 0.39950538459285856, 0.43166619013676644, 0.9653912985617039, 0.6281002097802239, 0.2973248729366606]","[0.9868335403179407, 0.13316846153095285, 0.21583309506838322, 0.80449274880142, 0.41873347318681586, 0.04955414548944343]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.3656360385595767,0.1108891108891109,1.089736411687435,0.07392607392607392,False,0.4560733384262796,False,0.2163424810483634
51306 (OR47b mutant),TNTxPR,False,[],"[0.8489171939216485, 0.7330680125079497, 0.8489171939216485, 0.8489171939216485, 0.7330680125079497, 0.8489171939216485]","[0.7831879835419842, 0.2117255824820854, 0.8489171939216485, 0.7508639985954604, 0.24435600416931658, 0.539325062123728]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",1.2564984356790858,0.5894105894105894,0.6528783917679241,0.8541458541458542,False,0.7173609523007114,False,0.8806996112695595
c316 (MB-DPM),Empty-Gal4,True,"['PCA4', 'PCA5', 'PCA6']","[0.05735225370901311, 0.19098653177542188, 0.6238520809623239, 0.004529433319893289, 0.0006035272135149008, 0.0006035272135149008]","[0.03823483580600874, 0.1591554431461849, 0.6238520809623239, 0.0022647166599466446, 0.00020117573783830027, 0.0001210006543523834]","['PCA1', 'PCA2', 'PCA3', 'PCA4', 'PCA5', 'PCA6']",2.5193542742372137,0.03196803196803197,1.5170659176828933,0.001998001998001998,False,0.21162708259482452,True,0.03614567250930887
